rental_id,rental_date,inventory_id,customer_id,return_date,staff_id,last_update
2,2022-01-01 21:54:33+00,1525,459,2005-05-28 18:40:33+00,1,2022-01-01 21:54:33+00
3,2022-01-01 22:03:39+00,1711,408,2005-06-01 21:12:39+00,1,2022-01-01 22:03:39+00
4,2022-01-01 22:04:41+00,2452,333,2005-06-03 00:43:41+00,2,2022-01-01 22:04:41+00
5,2022-01-01 22:05:21+00,2079,222,2005-06-02 03:33:21+00,1,2022-01-01 22:05:21+00
6,2022-01-01 22:08:07+00,2792,549,2005-05-27 00:32:07+00,1,2022-01-01 22:08:07+00
7,2022-01-01 22:11:53+00,3995,269,2005-05-29 19:34:53+00,2,2022-01-01 22:11:53+00
8,2022-01-01 22:31:46+00,2346,239,2005-05-27 22:33:46+00,2,2022-01-01 22:31:46+00
9,2022-01-01 23:00:40+00,2580,126,2005-05-27 23:22:40+00,1,2022-01-01 23:00:40+00
10,2022-01-01 23:02:21+00,1824,399,2005-05-31 21:44:21+00,2,2022-01-01 23:02:21+00
11,2022-01-01 23:09:02+00,4443,142,2005-06-02 19:56:02+00,2,2022-01-01 23:09:02+00
12,2022-01-01 23:19:27+00,1584,261,2005-05-30 04:44:27+00,2,2022-01-01 23:19:27+00
13,2022-01-01 23:22:55+00,2294,334,2005-05-30 03:28:55+00,1,2022-01-01 23:22:55+00
14,2022-01-01 23:31:15+00,2701,446,2005-05-26 01:56:15+00,1,2022-01-01 23:31:15+00
15,2022-01-01 23:39:22+00,3049,319,2005-06-03 02:30:22+00,1,2022-01-01 23:39:22+00
16,2022-01-01 23:43:11+00,389,316,2005-05-26 03:42:11+00,2,2022-01-01 23:43:11+00
1,2022-01-01 21:53:30+00,367,130,2005-05-26 21:04:30+00,1,2022-01-01 21:53:30+00
