rental_id,rental_date,inventory_id,customer_id,return_date,staff_id,last_update
3470,2022-02-12 21:49:24+00,883,565,2005-07-07 18:36:24+00,1,2022-02-12 21:49:24+00
3471,2022-02-12 21:51:44+00,1724,242,2005-07-13 00:38:44+00,2,2022-02-12 21:51:44+00
3472,2022-02-12 21:56:33+00,841,37,2005-07-13 16:18:33+00,2,2022-02-12 21:56:33+00
3473,2022-02-12 21:57:34+00,2735,60,2005-07-12 22:53:34+00,1,2022-02-12 21:57:34+00
3474,2022-02-12 21:59:53+00,97,594,2005-07-08 19:32:53+00,1,2022-02-12 21:59:53+00
3475,2022-02-12 22:01:21+00,2189,8,2005-07-13 22:07:21+00,2,2022-02-12 22:01:21+00
3476,2022-02-12 22:02:37+00,3011,490,2005-07-10 21:17:37+00,2,2022-02-12 22:02:37+00
3477,2022-02-12 22:05:17+00,4289,476,2005-07-15 01:20:17+00,2,2022-02-12 22:05:17+00
3478,2022-02-12 22:05:44+00,2528,322,2005-07-06 23:14:44+00,2,2022-02-12 22:05:44+00
3479,2022-02-12 22:08:53+00,2277,298,2005-07-11 20:42:53+00,1,2022-02-12 22:08:53+00
3480,2022-02-12 22:11:43+00,1488,382,2005-07-12 01:01:43+00,2,2022-02-12 22:11:43+00
3481,2022-02-12 22:13:07+00,3575,138,2005-07-07 19:36:07+00,2,2022-02-12 22:13:07+00
3482,2022-02-12 22:13:22+00,1291,520,2005-07-12 18:02:22+00,2,2022-02-12 22:13:22+00
3483,2022-02-12 22:13:51+00,79,536,2005-07-13 17:31:51+00,1,2022-02-12 22:13:51+00
3484,2022-02-12 22:23:11+00,1934,114,2005-07-10 23:27:11+00,2,2022-02-12 22:23:11+00
3485,2022-02-12 22:25:54+00,117,111,2005-07-09 16:38:54+00,1,2022-02-12 22:25:54+00
3486,2022-02-12 22:29:55+00,4067,296,2005-07-13 18:54:55+00,1,2022-02-12 22:29:55+00
3487,2022-02-12 22:30:36+00,1575,586,2005-07-11 03:00:36+00,1,2022-02-12 22:30:36+00
3488,2022-02-12 22:32:49+00,898,349,2005-07-15 01:01:49+00,2,2022-02-12 22:32:49+00
3489,2022-02-12 22:33:40+00,2936,397,2005-07-15 01:15:40+00,2,2022-02-12 22:33:40+00
3490,2022-02-12 22:37:13+00,3041,369,2005-07-12 21:07:13+00,1,2022-02-12 22:37:13+00
3491,2022-02-12 22:41:08+00,1835,421,2005-07-13 20:53:08+00,1,2022-02-12 22:41:08+00
3492,2022-02-12 22:44:37+00,980,142,2005-07-14 02:54:37+00,1,2022-02-12 22:44:37+00
3493,2022-02-12 22:46:19+00,473,169,2005-07-15 01:31:19+00,1,2022-02-12 22:46:19+00
3494,2022-02-12 22:47:30+00,3149,348,2005-07-11 17:10:30+00,1,2022-02-12 22:47:30+00
3495,2022-02-12 22:50:04+00,2306,553,2005-07-10 00:06:04+00,1,2022-02-12 22:50:04+00
