payment_id,customer_id,staff_id,rental_id,amount,payment_date
19579,273,2,11509,4.99,2022-02-22 21:58:19.996577+00
19648,278,2,11531,0.99,2022-02-22 22:58:30.996577+00
19657,279,1,11515,2.99,2022-02-22 22:23:00.996577+00
19672,280,1,11517,2.99,2022-02-22 22:24:54.996577+00
20012,320,2,11560,2.99,2022-02-22 23:48:56.996577+00
20031,323,2,11548,0.99,2022-02-22 23:28:13.996577+00
20112,332,2,11564,2.99,2022-02-22 23:56:15.996577+00
20177,339,1,11550,2.99,2022-02-22 23:30:32.996577+00
20212,342,1,11568,0.99,2022-02-22 23:58:27.996577+00
20292,350,2,11504,0.99,2022-02-22 21:45:12.996577+00
20339,356,1,11535,3.99,2022-02-22 23:08:20.996577+00
20373,360,2,11553,4.99,2022-02-22 23:32:57.996577+00
20471,370,1,11540,1.99,2022-02-22 23:16:29.996577+00
20492,372,2,11555,4.99,2022-02-22 23:37:25.996577+00
20505,373,2,11512,7.99,2022-02-22 22:19:32.996577+00
20591,381,1,11519,2.99,2022-02-22 22:29:53.996577+00
20629,385,1,11559,2.99,2022-02-22 23:48:52.996577+00
20746,397,2,11511,4.99,2022-02-22 22:08:25.996577+00
20771,400,2,11510,6.99,2022-02-22 21:58:33.996577+00
20772,400,2,11530,2.99,2022-02-22 22:57:26.996577+00
20789,402,2,11549,4.99,2022-02-22 23:30:14.996577+00
20799,403,2,11558,0.99,2022-02-22 23:48:18.996577+00
20840,407,2,11518,4.99,2022-02-22 22:28:15.996577+00
20902,413,1,11532,0.99,2022-02-22 23:02:40.996577+00
20934,416,1,11557,6.99,2022-02-22 23:47:46.996577+00
20990,421,1,11523,3.99,2022-02-22 22:38:36.996577+00
21011,423,2,11514,4.99,2022-02-22 22:21:36.996577+00
21020,424,2,11562,6.99,2022-02-22 23:52:05.996577+00
21053,428,2,11536,0.99,2022-02-22 23:08:29.996577+00
21067,431,2,11538,2.99,2022-02-22 23:12:30.996577+00
21140,439,2,11544,5.99,2022-02-22 23:23:33.996577+00
21352,460,2,11554,2.99,2022-02-22 23:33:43.996577+00
21513,474,2,11537,2.99,2022-02-22 23:09:34.996577+00
21577,482,2,11498,6.99,2022-02-22 21:21:20.996577+00
21713,499,1,11513,7.99,2022-02-22 22:19:59.996577+00
21770,504,2,11569,2.99,2022-02-22 23:59:30.996577+00
21911,520,1,11566,0.99,2022-02-22 23:57:01.996577+00
21962,526,1,11503,10.99,2022-02-22 21:39:00.996577+00
22035,533,2,11524,7.99,2022-02-22 22:39:21.996577+00
22256,558,2,11567,5.99,2022-02-22 23:57:09.996577+00
22327,565,2,11506,4.99,2022-02-22 21:54:14.996577+00
22391,572,1,11526,4.99,2022-02-22 22:46:04.996577+00
22495,584,2,11500,6.99,2022-02-22 21:29:48.996577+00
22616,599,2,11522,3.99,2022-02-22 22:33:31.996577+00
22711,4,2,11529,4.99,2022-02-22 22:56:27.996577+00
22750,7,2,11542,7.99,2022-02-22 23:19:58.996577+00
22768,9,1,11556,0.99,2022-02-22 23:40:19.996577+00
22783,11,2,11502,0.99,2022-02-22 21:34:56.996577+00
22790,12,2,11497,0.99,2022-02-22 21:20:56.996577+00
22809,14,2,11528,3.99,2022-02-22 22:55:49.996577+00
22855,19,2,11508,8.99,2022-02-22 21:56:02.996577+00
22905,23,2,11501,2.99,2022-02-22 21:33:19.996577+00
22914,24,2,11546,2.99,2022-02-22 23:26:02.996577+00
23012,34,1,11505,2.99,2022-02-22 21:47:13.996577+00
23481,83,1,11565,5.99,2022-02-22 23:56:31.996577+00
23546,90,1,11516,0.99,2022-02-22 22:23:13.996577+00
23731,114,1,11547,4.99,2022-02-22 23:27:50.996577+00
23779,119,1,11520,5.99,2022-02-22 22:32:54.996577+00
24044,144,1,11534,7.99,2022-02-22 23:03:53.996577+00
24112,149,1,11561,2.99,2022-02-22 23:51:35.996577+00
24290,168,1,11551,0.99,2022-02-22 23:32:15.996577+00
24330,172,2,11499,6.99,2022-02-22 21:22:38.996577+00
24352,174,1,11525,0.99,2022-02-22 22:43:57.996577+00
24795,229,1,11521,4.99,2022-02-22 22:33:20.996577+00
24804,230,1,11552,5.99,2022-02-22 23:32:55.996577+00
24857,236,2,11507,5.99,2022-02-22 21:55:09.996577+00
24877,238,2,11543,5.99,2022-02-22 23:22:54.996577+00
24963,247,1,11495,0.99,2022-02-22 21:19:46.996577+00
25048,257,2,11545,6.99,2022-02-22 23:24:32.996577+00
25129,264,1,11527,3.99,2022-02-22 22:53:32.996577+00
25130,264,2,11533,0.99,2022-02-22 23:03:19.996577+00
25131,264,1,11539,2.99,2022-02-22 23:14:07.996577+00
