payment_id,customer_id,staff_id,rental_id,amount,payment_date
16056,270,1,193,1.99,2022-01-03 05:10:14.996577+00
16066,274,1,208,4.99,2022-01-03 06:38:48.996577+00
16067,274,2,301,2.99,2022-01-03 19:34:40.996577+00
16074,277,2,308,6.99,2022-01-03 20:30:05.996577+00
16082,282,2,282,6.99,2022-01-03 17:24:52.996577+00
16095,290,1,160,2.99,2022-01-03 00:14:46.996577+00
16099,292,1,324,0.99,2022-01-03 23:28:30.996577+00
16105,296,2,162,4.99,2022-01-03 00:30:31.996577+00
16118,301,2,227,5.99,2022-01-03 09:20:12.996577+00
16122,303,1,265,0.99,2022-01-03 14:36:04.996577+00
16136,309,2,218,6.99,2022-01-03 07:55:35.996577+00
16139,311,2,274,5.99,2022-01-03 15:17:17.996577+00
16144,312,2,229,4.99,2022-01-03 09:47:46.996577+00
16160,318,1,224,9.99,2022-01-03 08:46:53.996577+00
16164,321,2,200,4.99,2022-01-03 05:40:47.996577+00
16167,322,2,166,0.99,2022-01-03 01:17:37.996577+00
16168,322,1,269,4.99,2022-01-03 14:48:12.996577+00
16197,345,1,206,0.99,2022-01-03 06:30:20.996577+00
16218,359,1,284,8.99,2022-01-03 17:50:10.996577+00
16229,365,1,231,4.99,2022-01-03 10:00:25.996577+00
16238,369,1,294,4.99,2022-01-03 18:58:23.996577+00
16242,371,2,286,6.99,2022-01-03 18:13:17.996577+00
16249,373,2,257,4.99,2022-01-03 13:55:31.996577+00
16253,375,2,307,8.99,2022-01-03 20:16:39.996577+00
16259,379,2,209,4.99,2022-01-03 06:42:27.996577+00
16262,381,2,169,0.99,2022-01-03 01:37:56.996577+00
16270,384,2,279,2.99,2022-01-03 16:31:16.996577+00
16276,387,2,302,4.99,2022-01-03 19:42:12.996577+00
16283,390,1,254,4.99,2022-01-03 13:12:14.996577+00
16286,391,1,210,2.99,2022-01-03 06:42:41.996577+00
16287,391,1,317,5.99,2022-01-03 21:52:22.996577+00
16292,394,1,213,3.99,2022-01-03 07:12:34.996577+00
16301,400,2,171,6.99,2022-01-03 01:42:41.996577+00
16304,401,2,167,4.99,2022-01-03 01:18:57.996577+00
16318,409,1,310,6.99,2022-01-03 21:09:33.996577+00
16321,412,2,191,0.99,2022-01-03 04:42:32.996577+00
16328,414,1,261,3.99,2022-01-03 14:12:49.996577+00
16330,416,2,253,0.99,2022-01-03 13:11:40.996577+00
16333,417,1,267,4.99,2022-01-03 14:44:47.996577+00
16347,429,2,290,2.99,2022-01-03 18:36:59.996577+00
16354,432,2,326,7.99,2022-01-03 23:38:37.996577+00
16363,436,1,256,3.99,2022-01-03 13:49:24.996577+00
16365,437,1,192,2.99,2022-01-03 04:49:03.996577+00
16380,444,1,201,8.99,2022-01-03 05:42:11.996577+00
16385,446,1,236,0.99,2022-01-03 10:22:15.996577+00
16389,448,1,299,4.99,2022-01-03 19:24:02.996577+00
