rental_id,rental_date,inventory_id,customer_id,return_date,staff_id,last_update
14895,2022-04-01 03:19:23+00,4462,340,2005-08-27 03:02:23+00,1,2022-04-01 03:19:23+00
14896,2022-04-01 03:20:55+00,2508,569,2005-08-29 04:11:55+00,2,2022-04-01 03:20:55+00
14897,2022-04-01 03:22:31+00,1607,175,2005-08-25 23:09:31+00,1,2022-04-01 03:22:31+00
14898,2022-04-01 03:26:34+00,1736,299,2005-08-31 09:04:34+00,1,2022-04-01 03:26:34+00
15002,2022-04-01 07:06:00+00,4198,242,2005-08-24 09:48:00+00,1,2022-04-01 07:06:00+00
15003,2022-04-01 07:11:24+00,4009,167,2005-08-28 07:49:24+00,1,2022-04-01 07:11:24+00
15109,2022-04-01 11:12:58+00,565,588,2005-08-30 06:20:58+00,1,2022-04-01 11:12:58+00
15110,2022-04-01 11:16:46+00,1379,72,2005-08-26 12:36:46+00,1,2022-04-01 11:16:46+00
15216,2022-04-01 15:57:02+00,1633,166,2005-08-24 15:11:02+00,2,2022-04-01 15:57:02+00
15217,2022-04-01 15:58:31+00,91,90,2005-08-23 21:33:31+00,1,2022-04-01 15:58:31+00
15218,2022-04-01 15:59:05+00,10,139,2005-08-30 16:01:05+00,1,2022-04-01 15:59:05+00
15219,2022-04-01 16:00:31+00,3313,544,2005-08-31 19:16:31+00,1,2022-04-01 16:00:31+00
15220,2022-04-01 16:02:23+00,187,128,2005-08-28 20:02:23+00,1,2022-04-01 16:02:23+00
15324,2022-04-01 19:23:13+00,161,93,2005-08-29 17:23:13+00,1,2022-04-01 19:23:13+00
15325,2022-04-01 19:27:38+00,3549,74,2005-08-23 14:24:38+00,1,2022-04-01 19:27:38+00
15327,2022-04-01 19:31:24+00,1018,450,2005-08-30 22:52:24+00,1,2022-04-01 19:31:24+00
15328,2022-04-01 19:31:38+00,4546,274,2005-08-29 19:17:38+00,1,2022-04-01 19:31:38+00
15432,2022-04-01 23:26:52+00,1896,117,2005-08-27 05:11:52+00,1,2022-04-01 23:26:52+00
15433,2022-04-01 23:27:18+00,155,198,2005-08-26 20:36:18+00,1,2022-04-01 23:27:18+00
15434,2022-04-01 23:28:16+00,4378,518,2005-08-26 03:27:16+00,2,2022-04-01 23:28:16+00
15435,2022-04-01 23:28:19+00,2103,468,2005-08-25 23:44:19+00,2,2022-04-01 23:28:19+00
14809,2022-04-01 00:00:42+00,1077,188,2005-08-29 18:55:42+00,1,2022-04-01 00:00:42+00
14810,2022-04-01 00:08:34+00,1982,78,2005-08-25 06:00:34+00,2,2022-04-01 00:08:34+00
14811,2022-04-01 00:09:04+00,1613,53,2005-08-26 18:30:04+00,1,2022-04-01 00:09:04+00
14812,2022-04-01 00:10:32+00,4282,211,2005-08-26 04:21:32+00,1,2022-04-01 00:10:32+00
14813,2022-04-01 00:11:37+00,3364,142,2005-08-24 04:57:37+00,2,2022-04-01 00:11:37+00
14814,2022-04-01 00:12:14+00,3109,250,2005-08-27 22:24:14+00,2,2022-04-01 00:12:14+00
14815,2022-04-01 00:12:44+00,1183,314,2005-08-24 00:42:44+00,2,2022-04-01 00:12:44+00
14816,2022-04-01 00:15:51+00,4086,534,2005-08-28 03:11:51+00,1,2022-04-01 00:15:51+00
14817,2022-04-01 00:17:16+00,910,215,2005-08-27 01:43:16+00,1,2022-04-01 00:17:16+00
14818,2022-04-01 00:17:18+00,1619,580,2005-08-26 04:40:18+00,1,2022-04-01 00:17:18+00
14819,2022-04-01 00:17:19+00,2890,410,2005-08-30 04:54:19+00,1,2022-04-01 00:17:19+00
14820,2022-04-01 00:18:37+00,1409,52,2005-08-23 18:44:37+00,1,2022-04-01 00:18:37+00
14821,2022-04-01 00:20:19+00,3155,62,2005-08-29 02:06:19+00,2,2022-04-01 00:20:19+00
14822,2022-04-01 00:21:14+00,2835,52,2005-08-30 02:59:14+00,1,2022-04-01 00:21:14+00
14823,2022-04-01 00:24:42+00,680,503,2005-08-22 18:45:42+00,2,2022-04-01 00:24:42+00
14824,2022-04-01 00:27:51+00,4162,594,2005-08-23 02:24:51+00,2,2022-04-01 00:27:51+00
14825,2022-04-01 00:27:57+00,1449,1,2005-08-27 06:01:57+00,2,2022-04-01 00:27:57+00
14826,2022-04-01 00:32:14+00,4023,426,2005-08-23 02:52:14+00,2,2022-04-01 00:32:14+00
14827,2022-04-01 00:32:32+00,2267,88,2005-08-31 05:21:32+00,2,2022-04-01 00:32:32+00
14828,2022-04-01 00:34:05+00,4114,319,2005-08-27 05:27:05+00,2,2022-04-01 00:34:05+00
14829,2022-04-01 00:35:37+00,3606,546,2005-08-23 18:55:37+00,2,2022-04-01 00:35:37+00
14830,2022-04-01 00:37:19+00,637,590,2005-08-27 19:10:19+00,1,2022-04-01 00:37:19+00
14831,2022-04-01 00:40:49+00,3370,156,2005-08-23 01:47:49+00,1,2022-04-01 00:40:49+00
14832,2022-04-01 00:43:29+00,1828,494,2005-08-29 06:19:29+00,2,2022-04-01 00:43:29+00
14833,2022-04-01 00:45:18+00,1960,551,2005-08-28 20:24:18+00,1,2022-04-01 00:45:18+00
14834,2022-04-01 00:45:58+00,3105,262,2005-08-28 19:52:58+00,1,2022-04-01 00:45:58+00
14835,2022-04-01 00:49:07+00,755,404,2005-08-30 03:28:07+00,1,2022-04-01 00:49:07+00
14836,2022-04-01 00:52:26+00,4287,418,2005-08-22 22:39:26+00,1,2022-04-01 00:52:26+00
14837,2022-04-01 00:54:52+00,2251,43,2005-08-29 01:24:52+00,1,2022-04-01 00:54:52+00
14838,2022-04-01 00:57:34+00,506,404,2005-08-25 05:34:34+00,1,2022-04-01 00:57:34+00
14839,2022-04-01 00:58:15+00,3440,567,2005-08-24 04:24:15+00,2,2022-04-01 00:58:15+00
14840,2022-04-01 00:58:42+00,1240,354,2005-08-29 21:32:42+00,2,2022-04-01 00:58:42+00
14841,2022-04-01 01:03:30+00,4017,384,2005-08-28 01:08:30+00,2,2022-04-01 01:03:30+00
14842,2022-04-01 01:04:38+00,2511,467,2005-08-30 05:46:38+00,2,2022-04-01 01:04:38+00
14843,2022-04-01 01:05:25+00,3000,454,2005-08-28 21:11:25+00,1,2022-04-01 01:05:25+00
14844,2022-04-01 01:09:12+00,145,513,2005-08-31 04:43:12+00,1,2022-04-01 01:09:12+00
14845,2022-04-01 01:12:44+00,69,292,2005-08-24 01:36:44+00,2,2022-04-01 01:12:44+00
14846,2022-04-01 01:13:48+00,3840,309,2005-08-30 04:39:48+00,1,2022-04-01 01:13:48+00
14847,2022-04-01 01:13:51+00,2995,327,2005-08-29 02:42:51+00,2,2022-04-01 01:13:51+00
14848,2022-04-01 01:14:19+00,395,218,2005-08-26 01:54:19+00,2,2022-04-01 01:14:19+00
14849,2022-04-01 01:15:26+00,3354,177,2005-08-27 23:56:26+00,2,2022-04-01 01:15:26+00
14850,2022-04-01 01:16:55+00,2405,435,2005-08-26 20:08:55+00,1,2022-04-01 01:16:55+00
14851,2022-04-01 01:20:44+00,1139,180,2005-08-26 07:02:44+00,2,2022-04-01 01:20:44+00
14852,2022-04-01 01:25:53+00,2262,352,2005-08-25 03:27:53+00,1,2022-04-01 01:25:53+00
14853,2022-04-01 01:26:33+00,3575,388,2005-08-31 01:49:33+00,2,2022-04-01 01:26:33+00
14854,2022-04-01 01:26:47+00,1989,117,2005-08-23 04:53:47+00,1,2022-04-01 01:26:47+00
14855,2022-04-01 01:27:32+00,1668,187,2005-08-31 02:35:32+00,1,2022-04-01 01:27:32+00
14856,2022-04-01 01:31:51+00,3292,151,2005-08-26 22:41:51+00,2,2022-04-01 01:31:51+00
14857,2022-04-01 01:42:39+00,4150,232,2005-08-24 20:26:39+00,2,2022-04-01 01:42:39+00
14858,2022-04-01 01:46:18+00,366,499,2005-08-30 07:22:18+00,1,2022-04-01 01:46:18+00
14859,2022-04-01 01:46:35+00,2150,463,2005-08-24 21:37:35+00,2,2022-04-01 01:46:35+00
14860,2022-04-01 01:47:07+00,1368,418,2005-08-27 23:00:07+00,1,2022-04-01 01:47:07+00
14861,2022-04-01 01:48:05+00,1806,422,2005-08-26 23:50:05+00,1,2022-04-01 01:48:05+00
14862,2022-04-01 01:51:41+00,3479,78,2005-08-28 05:30:41+00,2,2022-04-01 01:51:41+00
14863,2022-04-01 01:57:04+00,779,440,2005-08-30 02:24:04+00,2,2022-04-01 01:57:04+00
14864,2022-04-01 01:57:06+00,2872,460,2005-08-22 21:19:06+00,1,2022-04-01 01:57:06+00
14865,2022-04-01 02:06:38+00,3775,94,2005-08-23 03:26:38+00,1,2022-04-01 02:06:38+00
14866,2022-04-01 02:11:35+00,2607,445,2005-08-29 23:10:35+00,1,2022-04-01 02:11:35+00
14867,2022-04-01 02:14:46+00,271,114,2005-08-25 02:53:46+00,2,2022-04-01 02:14:46+00
14868,2022-04-01 02:15:01+00,4383,160,2005-08-25 00:24:01+00,1,2022-04-01 02:15:01+00
14869,2022-04-01 02:20:26+00,455,21,2005-08-23 04:25:26+00,2,2022-04-01 02:20:26+00
14870,2022-04-01 02:23:20+00,2170,512,2005-08-23 05:50:20+00,2,2022-04-01 02:23:20+00
14871,2022-04-01 02:23:24+00,3411,204,2005-08-23 21:23:24+00,2,2022-04-01 02:23:24+00
14872,2022-04-01 02:23:41+00,962,15,2005-08-29 22:25:41+00,1,2022-04-01 02:23:41+00
14873,2022-04-01 02:31:06+00,3533,314,2005-08-31 04:34:06+00,1,2022-04-01 02:31:06+00
14874,2022-04-01 02:32:05+00,1782,268,2005-08-24 06:02:05+00,2,2022-04-01 02:32:05+00
14875,2022-04-01 02:34:39+00,3912,513,2005-08-26 02:40:39+00,1,2022-04-01 02:34:39+00
14876,2022-04-01 02:39:29+00,3669,210,2005-08-23 05:53:29+00,1,2022-04-01 02:39:29+00
14877,2022-04-01 02:39:56+00,974,266,2005-08-24 02:41:56+00,2,2022-04-01 02:39:56+00
14879,2022-04-01 02:42:12+00,2154,148,2005-08-27 05:14:12+00,1,2022-04-01 02:42:12+00
14880,2022-04-01 02:44:36+00,3615,224,2005-08-24 04:45:36+00,2,2022-04-01 02:44:36+00
14881,2022-04-01 02:47:39+00,210,425,2005-08-26 04:58:39+00,2,2022-04-01 02:47:39+00
14882,2022-04-01 02:52:21+00,12,417,2005-08-25 03:50:21+00,2,2022-04-01 02:52:21+00
14883,2022-04-01 02:55:02+00,1946,177,2005-08-28 01:51:02+00,1,2022-04-01 02:55:02+00
14884,2022-04-01 02:57:08+00,2957,547,2005-08-23 06:11:08+00,1,2022-04-01 02:57:08+00
14885,2022-04-01 02:58:29+00,2097,248,2005-08-30 04:26:29+00,1,2022-04-01 02:58:29+00
14886,2022-04-01 02:59:01+00,4330,379,2005-08-23 00:22:01+00,1,2022-04-01 02:59:01+00
14887,2022-04-01 03:04:31+00,56,421,2005-08-31 01:30:31+00,1,2022-04-01 03:04:31+00
14888,2022-04-01 03:09:18+00,3345,91,2005-08-23 06:34:18+00,2,2022-04-01 03:09:18+00
14889,2022-04-01 03:10:10+00,1579,299,2005-08-24 05:23:10+00,2,2022-04-01 03:10:10+00
14890,2022-04-01 03:10:49+00,517,346,2005-08-30 22:23:49+00,1,2022-04-01 03:10:49+00
14891,2022-04-01 03:11:02+00,288,482,2005-08-27 02:22:02+00,1,2022-04-01 03:11:02+00
14892,2022-04-01 03:15:05+00,3061,82,2005-08-31 05:07:05+00,1,2022-04-01 03:15:05+00
14893,2022-04-01 03:15:48+00,2336,461,2005-08-30 07:05:48+00,1,2022-04-01 03:15:48+00
14894,2022-04-01 03:16:56+00,3494,347,2005-08-23 23:30:56+00,2,2022-04-01 03:16:56+00
14899,2022-04-01 03:26:38+00,3700,304,2005-08-31 07:36:38+00,2,2022-04-01 03:26:38+00
14900,2022-04-01 03:27:48+00,3420,329,2005-08-25 02:50:48+00,2,2022-04-01 03:27:48+00
14901,2022-04-01 03:31:37+00,4297,258,2005-08-29 07:24:37+00,1,2022-04-01 03:31:37+00
14902,2022-04-01 03:31:50+00,866,423,2005-08-23 22:47:50+00,2,2022-04-01 03:31:50+00
14903,2022-04-01 03:31:50+00,1795,51,2005-08-25 21:53:50+00,2,2022-04-01 03:31:50+00
14904,2022-04-01 03:32:01+00,722,71,2005-08-29 04:21:01+00,1,2022-04-01 03:32:01+00
14905,2022-04-01 03:34:22+00,4166,286,2005-08-26 03:00:22+00,2,2022-04-01 03:34:22+00
14906,2022-04-01 03:38:18+00,153,366,2005-08-29 22:03:18+00,1,2022-04-01 03:38:18+00
14907,2022-04-01 03:44:09+00,2469,116,2005-08-25 08:53:09+00,1,2022-04-01 03:44:09+00
14908,2022-04-01 03:44:10+00,102,349,2005-08-25 04:09:10+00,2,2022-04-01 03:44:10+00
14909,2022-04-01 03:48:44+00,1997,155,2005-08-25 03:59:44+00,1,2022-04-01 03:48:44+00
14910,2022-04-01 03:50:52+00,1266,540,2005-08-25 03:14:52+00,1,2022-04-01 03:50:52+00
14911,2022-04-01 03:51:42+00,353,273,2005-08-28 04:37:42+00,1,2022-04-01 03:51:42+00
14912,2022-04-01 03:51:42+00,2658,404,2005-08-23 22:50:42+00,1,2022-04-01 03:51:42+00
14913,2022-04-01 03:52:13+00,3609,503,2005-08-23 05:49:13+00,2,2022-04-01 03:52:13+00
14914,2022-04-01 03:53:35+00,4348,156,2005-08-26 09:35:35+00,1,2022-04-01 03:53:35+00
14916,2022-04-01 03:56:57+00,2110,80,2005-08-24 05:36:57+00,2,2022-04-01 03:56:57+00
14917,2022-04-01 04:03:59+00,377,289,2005-08-29 03:00:59+00,2,2022-04-01 04:03:59+00
14918,2022-04-01 04:06:38+00,4056,154,2005-08-30 00:44:38+00,2,2022-04-01 04:06:38+00
14919,2022-04-01 04:07:17+00,1587,244,2005-08-30 05:41:17+00,2,2022-04-01 04:07:17+00
14920,2022-04-01 04:08:58+00,3357,106,2005-08-23 01:51:58+00,1,2022-04-01 04:08:58+00
14921,2022-04-01 04:12:24+00,3724,284,2005-08-26 07:20:24+00,2,2022-04-01 04:12:24+00
14922,2022-04-01 04:13:05+00,2322,151,2005-08-30 03:59:05+00,1,2022-04-01 04:13:05+00
14923,2022-04-01 04:13:33+00,3434,460,2005-08-28 00:39:33+00,2,2022-04-01 04:13:33+00
14924,2022-04-01 04:15:17+00,4189,118,2005-08-23 09:11:17+00,1,2022-04-01 04:15:17+00
14925,2022-04-01 04:16:16+00,442,128,2005-08-30 01:47:16+00,2,2022-04-01 04:16:16+00
14926,2022-04-01 04:18:44+00,2448,357,2005-08-26 01:18:44+00,1,2022-04-01 04:18:44+00
14927,2022-04-01 04:31:53+00,952,193,2005-08-27 06:04:53+00,1,2022-04-01 04:31:53+00
14929,2022-04-01 04:32:38+00,4195,546,2005-08-27 23:02:38+00,1,2022-04-01 04:32:38+00
14930,2022-04-01 04:38:32+00,2875,584,2005-08-30 06:21:32+00,1,2022-04-01 04:38:32+00
14931,2022-04-01 04:38:55+00,657,63,2005-08-28 03:15:55+00,2,2022-04-01 04:38:55+00
14932,2022-04-01 04:40:39+00,2259,516,2005-08-23 10:02:39+00,2,2022-04-01 04:40:39+00
14934,2022-04-01 04:47:15+00,815,226,2005-08-26 10:32:15+00,1,2022-04-01 04:47:15+00
14935,2022-04-01 04:47:31+00,2025,380,2005-08-28 23:33:31+00,2,2022-04-01 04:47:31+00
14936,2022-04-01 04:51:26+00,3710,241,2005-08-29 09:21:26+00,2,2022-04-01 04:51:26+00
14937,2022-04-01 04:51:59+00,1241,348,2005-08-31 00:45:59+00,2,2022-04-01 04:51:59+00
14938,2022-04-01 04:52:39+00,408,541,2005-08-31 10:43:39+00,1,2022-04-01 04:52:39+00
14939,2022-04-01 04:53:52+00,719,328,2005-08-27 05:20:52+00,1,2022-04-01 04:53:52+00
14940,2022-04-01 04:54:03+00,2635,46,2005-08-24 04:52:03+00,2,2022-04-01 04:54:03+00
14941,2022-04-01 04:58:23+00,2328,574,2005-08-28 09:58:23+00,1,2022-04-01 04:58:23+00
14942,2022-04-01 04:58:27+00,32,471,2005-08-31 09:08:27+00,1,2022-04-01 04:58:27+00
14943,2022-04-01 04:59:59+00,3515,265,2005-08-26 09:31:59+00,2,2022-04-01 04:59:59+00
14944,2022-04-01 05:01:26+00,535,153,2005-08-24 09:33:26+00,2,2022-04-01 05:01:26+00
14945,2022-04-01 05:05:38+00,1567,304,2005-08-29 11:01:38+00,1,2022-04-01 05:05:38+00
14946,2022-04-01 05:07:10+00,1395,308,2005-08-28 04:25:10+00,1,2022-04-01 05:07:10+00
14947,2022-04-01 05:07:52+00,3497,68,2005-08-28 00:12:52+00,2,2022-04-01 05:07:52+00
14948,2022-04-01 05:10:53+00,2914,488,2005-08-28 10:24:53+00,2,2022-04-01 05:10:53+00
14949,2022-04-01 05:12:16+00,2434,111,2005-08-25 07:25:16+00,2,2022-04-01 05:12:16+00
14950,2022-04-01 05:17:12+00,635,362,2005-08-27 07:48:12+00,2,2022-04-01 05:17:12+00
14951,2022-04-01 05:19:37+00,2800,197,2005-08-30 04:51:37+00,2,2022-04-01 05:19:37+00
14952,2022-04-01 05:20:07+00,2950,575,2005-08-28 00:18:07+00,1,2022-04-01 05:20:07+00
14953,2022-04-01 05:23:54+00,816,182,2005-08-28 02:19:54+00,1,2022-04-01 05:23:54+00
14955,2022-04-01 05:25:52+00,1534,445,2005-08-25 11:13:52+00,2,2022-04-01 05:25:52+00
14956,2022-04-01 05:26:16+00,3650,571,2005-08-25 10:06:16+00,2,2022-04-01 05:26:16+00
14957,2022-04-01 05:29:34+00,1384,323,2005-08-26 03:52:34+00,2,2022-04-01 05:29:34+00
14958,2022-04-01 05:30:10+00,1710,347,2005-08-28 08:43:10+00,2,2022-04-01 05:30:10+00
14959,2022-04-01 05:30:28+00,2009,569,2005-08-25 08:48:28+00,1,2022-04-01 05:30:28+00
14960,2022-04-01 05:31:36+00,3316,147,2005-08-29 06:10:36+00,2,2022-04-01 05:31:36+00
14961,2022-04-01 05:35:50+00,3274,52,2005-08-31 03:07:50+00,2,2022-04-01 05:35:50+00
14962,2022-04-01 05:37:43+00,3104,449,2005-08-29 02:44:43+00,2,2022-04-01 05:37:43+00
14963,2022-04-01 05:38:10+00,2672,384,2005-08-31 04:35:10+00,2,2022-04-01 05:38:10+00
14964,2022-04-01 05:39:24+00,2302,500,2005-08-26 05:05:24+00,1,2022-04-01 05:39:24+00
14965,2022-04-01 05:45:53+00,1036,148,2005-08-27 09:05:53+00,1,2022-04-01 05:45:53+00
14966,2022-04-01 05:45:57+00,679,259,2005-08-31 09:02:57+00,1,2022-04-01 05:45:57+00
14967,2022-04-01 05:46:03+00,289,67,2005-08-23 00:02:03+00,2,2022-04-01 05:46:03+00
14968,2022-04-01 05:46:59+00,3302,129,2005-08-29 06:36:59+00,1,2022-04-01 05:46:59+00
14969,2022-04-01 05:49:15+00,4060,120,2005-08-29 04:52:15+00,1,2022-04-01 05:49:15+00
14970,2022-04-01 05:49:29+00,536,529,2005-08-29 07:47:29+00,1,2022-04-01 05:49:29+00
14971,2022-04-01 05:52:49+00,1883,378,2005-08-28 05:27:49+00,2,2022-04-01 05:52:49+00
14972,2022-04-01 05:53:21+00,3422,310,2005-08-29 01:25:21+00,1,2022-04-01 05:53:21+00
14973,2022-04-01 05:59:28+00,2888,201,2005-08-30 01:28:28+00,1,2022-04-01 05:59:28+00
14974,2022-04-01 06:04:25+00,2596,157,2005-08-27 11:39:25+00,1,2022-04-01 06:04:25+00
14975,2022-04-01 06:07:50+00,924,244,2005-08-28 06:23:50+00,2,2022-04-01 06:07:50+00
14976,2022-04-01 06:10:26+00,77,581,2005-08-28 06:22:26+00,1,2022-04-01 06:10:26+00
14977,2022-04-01 06:12:53+00,4093,59,2005-08-30 07:11:53+00,2,2022-04-01 06:12:53+00
14978,2022-04-01 06:13:15+00,699,94,2005-08-25 11:26:15+00,1,2022-04-01 06:13:15+00
14979,2022-04-01 06:16:36+00,2320,387,2005-08-24 01:29:36+00,2,2022-04-01 06:16:36+00
14980,2022-04-01 06:16:45+00,2701,518,2005-08-26 05:04:45+00,2,2022-04-01 06:16:45+00
14981,2022-04-01 06:19:05+00,1239,544,2005-08-26 02:08:05+00,2,2022-04-01 06:19:05+00
14982,2022-04-01 06:20:55+00,2333,542,2005-08-31 03:35:55+00,2,2022-04-01 06:20:55+00
14983,2022-04-01 06:32:23+00,3579,363,2005-08-30 10:39:23+00,2,2022-04-01 06:32:23+00
14984,2022-04-01 06:35:31+00,1704,334,2005-08-30 01:32:31+00,1,2022-04-01 06:35:31+00
14985,2022-04-01 06:35:56+00,2017,29,2005-08-29 12:17:56+00,1,2022-04-01 06:35:56+00
14986,2022-04-01 06:37:24+00,1493,278,2005-08-23 03:22:24+00,2,2022-04-01 06:37:24+00
14987,2022-04-01 06:41:08+00,1513,138,2005-08-24 02:15:08+00,2,2022-04-01 06:41:08+00
14988,2022-04-01 06:46:05+00,2114,186,2005-08-29 05:43:05+00,1,2022-04-01 06:46:05+00
14989,2022-04-01 06:47:07+00,1431,58,2005-08-26 03:42:07+00,2,2022-04-01 06:47:07+00
14990,2022-04-01 06:48:01+00,4057,198,2005-08-24 05:41:01+00,2,2022-04-01 06:48:01+00
14991,2022-04-01 06:50:44+00,708,172,2005-08-30 05:32:44+00,2,2022-04-01 06:50:44+00
