payment_id,customer_id,staff_id,rental_id,amount,payment_date
25186,270,1,3501,3.99,2022-03-14 21:39:54.996577+00
25223,274,2,3532,5.99,2022-03-14 22:53:04.996577+00
25317,283,1,3534,4.99,2022-03-14 23:00:53.996577+00
25423,291,2,3512,4.99,2022-03-14 22:11:32.996577+00
25473,295,2,3496,1.99,2022-03-14 21:27:41.996577+00
25492,296,2,3486,7.99,2022-03-14 20:58:21.996577+00
25517,298,2,3479,0.99,2022-03-14 20:37:19.996577+00
25527,299,2,3497,0.99,2022-03-14 21:28:29.996577+00
25694,314,1,3517,0.99,2022-03-14 22:21:01.996577+00
25762,320,2,3519,0.99,2022-03-14 22:25:55.996577+00
25783,322,1,3478,0.99,2022-03-14 20:34:10.996577+00
25881,331,1,3505,4.99,2022-03-14 21:47:58.996577+00
25975,338,1,3516,0.99,2022-03-14 22:18:56.996577+00
25985,339,2,3536,2.99,2022-03-14 23:04:37.996577+00
26084,348,2,3494,4.99,2022-03-14 21:15:56.996577+00
26100,349,2,3488,3.99,2022-03-14 21:01:15.996577+00
26112,350,1,3529,0.99,2022-03-14 22:43:52.996577+00
26337,369,1,3490,6.99,2022-03-14 21:05:39.996577+00
26486,382,2,3480,3.99,2022-03-14 20:40:09.996577+00
26553,389,2,3527,0.99,2022-03-14 22:39:34.996577+00
26612,394,2,3543,0.99,2022-03-14 23:29:34.996577+00
26642,397,1,3489,5.99,2022-03-14 21:02:06.996577+00
26907,421,1,3491,7.99,2022-03-14 21:09:34.996577+00
27149,442,2,3545,4.99,2022-03-14 23:44:43.996577+00
27165,443,2,3510,5.99,2022-03-14 21:56:07.996577+00
27175,444,2,3498,4.99,2022-03-14 21:30:34.996577+00
27176,444,1,3539,0.99,2022-03-14 23:07:34.996577+00
27231,449,1,3503,0.99,2022-03-14 21:45:50.996577+00
27319,459,1,3506,2.99,2022-03-14 21:50:55.996577+00
27425,469,2,3522,4.99,2022-03-14 22:28:47.996577+00
27426,469,1,3526,10.99,2022-03-14 22:31:55.996577+00
27516,476,2,3477,7.99,2022-03-14 20:33:43.996577+00
27542,479,2,3537,6.99,2022-03-14 23:05:19.996577+00
27557,480,2,3507,7.99,2022-03-14 21:52:09.996577+00
27674,490,1,3476,4.99,2022-03-14 20:31:03.996577+00
27714,494,1,3511,0.99,2022-03-14 22:10:27.996577+00
27803,501,2,3541,6.99,2022-03-14 23:18:37.996577+00
28006,520,2,3482,4.99,2022-03-14 20:41:48.996577+00
28007,520,1,3499,7.99,2022-03-14 21:32:46.996577+00
28199,536,1,3483,4.99,2022-03-14 20:42:17.996577+00
28200,536,1,3514,0.99,2022-03-14 22:15:20.996577+00
28323,549,2,3523,2.99,2022-03-14 22:30:04.996577+00
28360,553,1,3495,6.99,2022-03-14 21:18:30.996577+00
28485,565,2,3470,0.99,2022-03-14 20:17:50.996577+00
28744,586,2,3487,6.99,2022-03-14 20:59:02.996577+00
28828,593,2,3542,2.99,2022-03-14 23:20:08.996577+00
28840,594,2,3474,0.99,2022-03-14 20:28:19.996577+00
28841,594,1,3546,4.99,2022-03-14 23:46:20.996577+00
28952,206,1,3533,5.99,2022-03-14 22:55:10.996577+00
29073,8,1,3475,5.99,2022-03-14 20:29:47.996577+00
29154,15,1,3550,7.99,2022-03-14 23:57:47.996577+00
29164,16,1,3548,0.99,2022-03-14 23:52:05.996577+00
29192,19,2,3549,4.99,2022-03-14 23:53:21.996577+00
29338,32,1,3500,2.99,2022-03-14 21:39:39.996577+00
29361,34,2,3508,3.99,2022-03-14 21:52:51.996577+00
29399,37,2,3472,7.99,2022-03-14 20:24:59.996577+00
29567,51,1,3525,9.99,2022-03-14 22:31:05.996577+00
29657,60,2,3473,2.99,2022-03-14 20:26:00.996577+00
29710,65,1,3535,4.99,2022-03-14 23:01:12.996577+00
29962,88,2,3524,0.99,2022-03-14 22:30:17.996577+00
30071,97,1,3540,2.99,2022-03-14 23:15:46.996577+00
30133,102,2,3520,1.99,2022-03-14 22:26:53.996577+00
30242,111,2,3485,1.99,2022-03-14 20:54:20.996577+00
30274,114,1,3484,4.99,2022-03-14 20:51:37.996577+00
30289,115,2,3544,0.99,2022-03-14 23:34:58.996577+00
30411,126,2,3502,5.99,2022-03-14 21:43:32.996577+00
30471,131,1,3515,2.99,2022-03-14 22:17:21.996577+00
30555,138,2,3481,2.99,2022-03-14 20:41:33.996577+00
30601,142,2,3492,2.99,2022-03-14 21:13:03.996577+00
30857,165,2,3531,4.99,2022-03-14 22:52:34.996577+00
30882,167,2,3518,4.99,2022-03-14 22:24:29.996577+00
30897,168,1,3530,2.99,2022-03-14 22:51:11.996577+00
30914,169,1,3493,8.99,2022-03-14 21:14:45.996577+00
31064,182,1,3509,2.99,2022-03-14 21:53:23.996577+00
31254,201,2,3528,4.99,2022-03-14 22:41:53.996577+00
31259,209,2,3504,2.99,2022-03-14 21:46:55.996577+00
31417,223,1,3513,5.99,2022-03-14 22:14:23.996577+00
31471,228,2,3538,0.99,2022-03-14 23:05:33.996577+00
31614,239,2,3547,0.99,2022-03-14 23:46:32.996577+00
31653,242,1,3471,4.99,2022-03-14 20:20:10.996577+00
31854,262,1,3521,1.99,2022-03-14 22:28:37.996577+00
