rental_id,rental_date,inventory_id,customer_id,return_date,staff_id,last_update
8897,2022-03-09 00:00:17+00,1964,459,2005-08-01 02:41:17+00,1,2022-03-09 00:00:17+00
8898,2022-03-09 00:02:20+00,3961,452,2005-08-05 21:02:20+00,2,2022-03-09 00:02:20+00
8899,2022-03-09 00:05:30+00,4148,252,2005-08-01 22:32:30+00,1,2022-03-09 00:05:30+00
8900,2022-03-09 00:07:03+00,3057,375,2005-08-06 03:07:03+00,1,2022-03-09 00:07:03+00
8901,2022-03-09 00:07:12+00,4392,28,2005-08-02 05:34:12+00,1,2022-03-09 00:07:12+00
8902,2022-03-09 00:08:06+00,2983,408,2005-08-04 23:00:06+00,2,2022-03-09 00:08:06+00
8903,2022-03-09 00:08:06+00,4546,406,2005-07-30 20:47:06+00,2,2022-03-09 00:08:06+00
8904,2022-03-09 00:08:33+00,3622,575,2005-08-04 01:33:33+00,1,2022-03-09 00:08:33+00
8905,2022-03-09 00:11:11+00,2154,240,2005-08-04 21:39:11+00,1,2022-03-09 00:11:11+00
8906,2022-03-09 00:21:39+00,2667,560,2005-08-07 01:14:39+00,2,2022-03-09 00:21:39+00
8907,2022-03-09 00:25:03+00,3239,576,2005-08-03 04:41:03+00,1,2022-03-09 00:25:03+00
8908,2022-03-09 00:26:05+00,4498,391,2005-07-31 19:39:05+00,1,2022-03-09 00:26:05+00
8909,2022-03-09 00:28:03+00,2606,556,2005-08-06 03:40:03+00,2,2022-03-09 00:28:03+00
8910,2022-03-09 00:29:48+00,1039,569,2005-07-31 20:33:48+00,2,2022-03-09 00:29:48+00
8911,2022-03-09 00:30:57+00,2159,445,2005-08-02 19:01:57+00,1,2022-03-09 00:30:57+00
8912,2022-03-09 00:31:25+00,1686,280,2005-08-02 06:14:25+00,2,2022-03-09 00:31:25+00
8913,2022-03-09 00:35:01+00,429,391,2005-08-06 05:13:01+00,1,2022-03-09 00:35:01+00
8914,2022-03-09 00:42:03+00,1347,32,2005-08-04 02:53:03+00,1,2022-03-09 00:42:03+00
8915,2022-03-09 00:42:09+00,3030,42,2005-08-04 22:29:09+00,2,2022-03-09 00:42:09+00
8916,2022-03-09 00:42:21+00,3852,377,2005-08-03 04:28:21+00,1,2022-03-09 00:42:21+00
8917,2022-03-09 00:47:02+00,4460,309,2005-08-05 20:10:02+00,2,2022-03-09 00:47:02+00
