rental_id,rental_date,inventory_id,customer_id,return_date,staff_id,last_update
5990,2022-02-18 00:03:14+00,1561,432,2005-07-15 18:32:14+00,1,2022-02-18 00:03:14+00
5991,2022-02-18 00:03:38+00,3623,590,2005-07-12 21:32:38+00,2,2022-02-18 00:03:38+00
5992,2022-02-18 00:06:21+00,4216,54,2005-07-13 18:15:21+00,2,2022-02-18 00:06:21+00
5993,2022-02-18 00:06:41+00,3588,529,2005-07-14 18:19:41+00,1,2022-02-18 00:06:41+00
5994,2022-02-18 00:14:10+00,4287,295,2005-07-11 23:42:10+00,2,2022-02-18 00:14:10+00
5995,2022-02-18 00:15:39+00,4357,360,2005-07-20 04:01:39+00,2,2022-02-18 00:15:39+00
5996,2022-02-18 00:18:33+00,4263,223,2005-07-17 03:18:33+00,1,2022-02-18 00:18:33+00
5997,2022-02-18 00:19:50+00,3542,128,2005-07-16 05:29:50+00,1,2022-02-18 00:19:50+00
5998,2022-02-18 00:20:46+00,1458,250,2005-07-15 20:41:46+00,1,2022-02-18 00:20:46+00
5999,2022-02-18 00:21:22+00,211,450,2005-07-19 00:35:22+00,1,2022-02-18 00:21:22+00
6000,2022-02-18 00:23:06+00,1986,371,2005-07-12 03:39:06+00,2,2022-02-18 00:23:06+00
6001,2022-02-18 00:24:44+00,1779,45,2005-07-11 21:55:44+00,1,2022-02-18 00:24:44+00
6002,2022-02-18 00:27:49+00,4422,45,2005-07-12 05:02:49+00,1,2022-02-18 00:27:49+00
6003,2022-02-18 00:28:33+00,296,527,2005-07-17 20:24:33+00,1,2022-02-18 00:28:33+00
6004,2022-02-18 00:34:25+00,1756,204,2005-07-17 23:48:25+00,2,2022-02-18 00:34:25+00
6005,2022-02-18 00:36:42+00,809,78,2005-07-14 03:47:42+00,2,2022-02-18 00:36:42+00
6006,2022-02-18 00:38:42+00,4201,399,2005-07-17 04:18:42+00,2,2022-02-18 00:38:42+00
6007,2022-02-18 00:43:06+00,4393,289,2005-07-17 03:46:06+00,1,2022-02-18 00:43:06+00
6008,2022-02-18 00:51:29+00,1227,216,2005-07-18 00:39:29+00,1,2022-02-18 00:51:29+00
6009,2022-02-18 00:51:58+00,494,470,2005-07-18 06:12:58+00,2,2022-02-18 00:51:58+00
6010,2022-02-18 00:52:28+00,771,285,2005-07-13 02:13:28+00,1,2022-02-18 00:52:28+00
