payment_id,customer_id,staff_id,rental_id,amount,payment_date
19525,267,1,14131,5.99,2022-02-27 00:12:06.996577+00
19535,268,2,14249,4.99,2022-02-27 04:06:31.996577+00
19536,268,2,14373,4.99,2022-02-27 08:13:19.996577+00
19546,269,1,14266,4.99,2022-02-27 04:49:17.996577+00
19547,269,2,14693,6.99,2022-02-27 19:12:45.996577+00
19559,270,1,14618,0.99,2022-02-27 16:38:17.996577+00
19565,271,2,14234,0.99,2022-02-27 03:35:38.996577+00
19566,271,2,14355,4.99,2022-02-27 07:36:55.996577+00
19584,273,2,14558,2.99,2022-02-27 14:39:16.996577+00
19598,274,2,14164,7.99,2022-02-27 01:26:28.996577+00
19599,274,1,14388,4.99,2022-02-27 08:43:39.996577+00
19614,275,1,14187,5.99,2022-02-27 02:00:29.996577+00
19615,275,1,14296,2.99,2022-02-27 05:41:49.996577+00
19616,275,2,14483,5.99,2022-02-27 12:12:25.996577+00
19617,275,2,14727,4.99,2022-02-27 20:41:11.996577+00
19640,277,2,14227,4.99,2022-02-27 03:24:57.996577+00
19641,277,2,14745,4.99,2022-02-27 21:21:27.996577+00
19652,278,1,14268,2.99,2022-02-27 04:49:50.996577+00
19653,278,2,14803,0.99,2022-02-27 23:17:36.996577+00
19664,279,2,14206,2.99,2022-02-27 02:27:52.996577+00
19665,279,1,14714,3.99,2022-02-27 19:56:09.996577+00
19666,279,1,14779,5.99,2022-02-27 22:29:22.996577+00
19667,279,1,14789,4.99,2022-02-27 22:58:05.996577+00
19683,281,1,14196,1.99,2022-02-27 02:09:06.996577+00
19698,284,1,14648,4.99,2022-02-27 17:46:27.996577+00
19699,284,2,14746,4.99,2022-02-27 21:22:28.996577+00
19724,287,2,14715,6.99,2022-02-27 19:56:44.996577+00
19736,288,2,14756,0.99,2022-02-27 21:49:49.996577+00
19749,289,2,14729,4.99,2022-02-27 20:45:23.996577+00
19761,291,2,14241,4.99,2022-02-27 03:53:21.996577+00
19766,292,1,14499,0.99,2022-02-27 12:39:45.996577+00
19775,293,1,14248,6.99,2022-02-27 04:04:23.996577+00
19788,294,1,14474,2.99,2022-02-27 11:51:14.996577+00
19789,294,2,14630,7.99,2022-02-27 17:12:10.996577+00
19796,295,1,14264,0.99,2022-02-27 04:46:48.996577+00
19797,295,1,14387,6.99,2022-02-27 08:38:27.996577+00
19798,295,1,14514,6.99,2022-02-27 13:20:18.996577+00
19806,296,2,14571,7.99,2022-02-27 15:08:52.996577+00
19819,297,1,14403,5.99,2022-02-27 09:09:00.996577+00
19829,298,2,14473,0.99,2022-02-27 11:47:29.996577+00
19838,299,2,14208,0.99,2022-02-27 02:37:44.996577+00
19839,299,1,14548,3.99,2022-02-27 14:22:18.996577+00
19849,300,1,14674,7.99,2022-02-27 18:30:00.996577+00
19850,300,1,14709,9.99,2022-02-27 19:36:25.996577+00
19864,302,2,14247,3.99,2022-02-27 04:03:43.996577+00
19875,303,1,14750,5.99,2022-02-27 21:37:58.996577+00
19876,303,2,14795,4.99,2022-02-27 23:08:48.996577+00
19913,307,1,14231,0.99,2022-02-27 03:33:00.996577+00
19946,311,2,14517,4.99,2022-02-27 13:25:29.996577+00
19954,312,2,14362,2.99,2022-02-27 07:48:15.996577+00
19955,312,1,14504,3.99,2022-02-27 12:51:27.996577+00
19962,313,2,14250,2.99,2022-02-27 04:08:01.996577+00
19963,313,1,14325,4.99,2022-02-27 06:44:04.996577+00
19972,314,2,14145,4.99,2022-02-27 00:40:04.996577+00
19973,314,1,14409,4.99,2022-02-27 09:22:01.996577+00
19974,314,2,14682,4.99,2022-02-27 18:54:23.996577+00
19975,314,2,14815,4.99,2022-02-27 23:41:10.996577+00
19981,315,2,14162,2.99,2022-02-27 01:24:00.996577+00
19988,316,1,14226,2.99,2022-02-27 03:24:03.996577+00
19996,317,2,14385,0.99,2022-02-27 08:31:21.996577+00
19997,317,2,14669,2.99,2022-02-27 18:22:32.996577+00
19998,317,1,14791,4.99,2022-02-27 23:04:21.996577+00
20001,318,1,14276,2.99,2022-02-27 05:02:31.996577+00
20013,320,2,14171,0.99,2022-02-27 01:29:08.996577+00
20035,323,1,14224,2.99,2022-02-27 03:21:34.996577+00
20044,324,1,14262,8.99,2022-02-27 04:36:39.996577+00
20045,324,2,14479,7.99,2022-02-27 12:04:20.996577+00
20052,325,2,14452,3.99,2022-02-27 10:51:46.996577+00
20053,325,1,14672,5.99,2022-02-27 18:27:59.996577+00
20080,328,2,14307,3.99,2022-02-27 06:03:18.996577+00
20081,328,1,14755,3.99,2022-02-27 21:46:34.996577+00
20104,331,1,14256,7.99,2022-02-27 04:20:53.996577+00
20105,331,1,14628,1.99,2022-02-27 17:05:50.996577+00
20115,332,2,14783,4.99,2022-02-27 22:50:23.996577+00
20124,333,1,14740,2.99,2022-02-27 21:03:59.996577+00
20134,334,1,14645,0.99,2022-02-27 17:41:13.996577+00
20151,336,1,14295,2.99,2022-02-27 05:37:53.996577+00
20172,338,1,14619,2.99,2022-02-27 16:38:29.996577+00
20184,339,1,14636,4.99,2022-02-27 17:27:43.996577+00
20185,339,2,14758,3.99,2022-02-27 21:53:18.996577+00
20195,340,1,14457,4.99,2022-02-27 11:16:04.996577+00
20196,340,2,14718,0.99,2022-02-27 20:07:51.996577+00
20206,341,2,14344,4.99,2022-02-27 07:09:22.996577+00
20222,342,2,14299,0.99,2022-02-27 05:47:23.996577+00
20223,342,2,14683,8.99,2022-02-27 18:56:10.996577+00
20237,344,1,14621,0.99,2022-02-27 16:46:25.996577+00
20238,344,2,14624,0.99,2022-02-27 17:01:08.996577+00
20244,345,1,14702,10.99,2022-02-27 19:28:29.996577+00
20287,349,2,14200,6.99,2022-02-27 02:19:53.996577+00
20288,349,2,14721,6.99,2022-02-27 20:19:17.996577+00
20303,351,1,14368,6.99,2022-02-27 08:00:13.996577+00
20313,352,1,14130,4.99,2022-02-27 00:11:37.996577+00
20320,353,1,14396,4.99,2022-02-27 08:53:20.996577+00
20328,354,2,14212,2.99,2022-02-27 02:57:52.996577+00
20329,354,2,14245,0.99,2022-02-27 03:59:20.996577+00
20366,359,1,14258,1.99,2022-02-27 04:25:02.996577+00
20367,359,2,14598,5.99,2022-02-27 16:08:31.996577+00
20380,360,1,14700,4.99,2022-02-27 19:22:06.996577+00
20392,361,1,14422,0.99,2022-02-27 09:50:12.996577+00
20400,362,2,14129,2.99,2022-02-27 00:10:41.996577+00
20401,362,2,14336,4.99,2022-02-27 07:02:08.996577+00
20402,362,1,14752,5.99,2022-02-27 21:40:08.996577+00
20403,362,1,14759,11.99,2022-02-27 21:57:24.996577+00
20404,362,1,14808,4.99,2022-02-27 23:27:01.996577+00
20410,363,1,14694,2.99,2022-02-27 19:15:08.996577+00
20421,364,2,14293,4.99,2022-02-27 05:35:13.996577+00
20428,365,2,14463,6.99,2022-02-27 11:20:15.996577+00
20436,366,1,14147,4.99,2022-02-27 00:42:29.996577+00
20437,366,1,14290,4.99,2022-02-27 05:31:25.996577+00
20438,366,1,14390,2.99,2022-02-27 08:44:04.996577+00
20439,366,1,14717,2.99,2022-02-27 19:59:05.996577+00
20448,367,1,14413,6.99,2022-02-27 09:34:59.996577+00
20449,367,1,14481,10.99,2022-02-27 12:09:40.996577+00
20460,368,1,14393,7.99,2022-02-27 08:51:17.996577+00
20469,369,2,14684,5.99,2022-02-27 18:56:52.996577+00
20475,370,1,14602,3.99,2022-02-27 16:17:15.996577+00
20476,370,2,14786,2.99,2022-02-27 22:53:08.996577+00
20487,371,1,14384,2.99,2022-02-27 08:31:03.996577+00
20498,372,1,14211,4.99,2022-02-27 02:57:37.996577+00
20499,372,1,14331,2.99,2022-02-27 06:58:04.996577+00
20500,372,1,14770,1.99,2022-02-27 22:15:42.996577+00
20522,374,2,14524,8.99,2022-02-27 13:33:53.996577+00
20562,378,2,14502,4.99,2022-02-27 12:50:54.996577+00
20570,379,2,14152,2.99,2022-02-27 00:52:16.996577+00
20571,379,1,14470,0.99,2022-02-27 11:38:07.996577+00
20582,380,1,14529,6.99,2022-02-27 13:36:57.996577+00
20599,381,1,14198,4.99,2022-02-27 02:16:57.996577+00
20606,382,2,14300,4.99,2022-02-27 05:48:03.996577+00
20607,382,2,14354,5.99,2022-02-27 07:36:40.996577+00
20616,383,2,14678,4.99,2022-02-27 18:41:09.996577+00
20621,384,2,14416,2.99,2022-02-27 09:40:12.996577+00
20654,387,2,14279,5.99,2022-02-27 05:07:34.996577+00
20664,388,1,14273,10.99,2022-02-27 04:55:14.996577+00
20672,389,2,14493,7.99,2022-02-27 12:30:10.996577+00
20673,389,1,14578,2.99,2022-02-27 15:22:04.996577+00
20674,389,1,14777,2.99,2022-02-27 22:24:16.996577+00
20696,391,1,14381,0.99,2022-02-27 08:24:13.996577+00
20705,392,1,14223,5.99,2022-02-27 03:20:17.996577+00
20706,392,2,14369,0.99,2022-02-27 08:02:10.996577+00
20707,392,2,14438,5.99,2022-02-27 10:19:36.996577+00
20726,394,1,14605,0.99,2022-02-27 16:24:32.996577+00
20728,395,1,14471,5.99,2022-02-27 11:39:06.996577+00
20729,395,2,14720,0.99,2022-02-27 20:12:19.996577+00
20738,396,1,14169,4.99,2022-02-27 01:28:57.996577+00
20739,396,1,14508,2.99,2022-02-27 13:02:24.996577+00
20740,396,2,14778,5.99,2022-02-27 22:24:56.996577+00
20741,396,1,14792,1.99,2022-02-27 23:05:07.996577+00
20754,397,1,14790,6.99,2022-02-27 23:02:43.996577+00
20776,400,1,14775,2.99,2022-02-27 22:21:33.996577+00
20784,401,1,14359,0.99,2022-02-27 07:44:45.996577+00
20785,401,2,14433,1.99,2022-02-27 10:05:00.996577+00
20803,403,1,14519,2.99,2022-02-27 13:27:55.996577+00
20804,403,1,14662,0.99,2022-02-27 18:13:53.996577+00
20805,403,2,14725,4.99,2022-02-27 20:30:34.996577+00
20812,404,1,14691,0.99,2022-02-27 19:10:55.996577+00
20825,405,1,14274,4.99,2022-02-27 04:57:46.996577+00
20826,405,2,14537,0.99,2022-02-27 13:52:50.996577+00
20833,406,2,14205,6.99,2022-02-27 02:25:41.996577+00
20834,406,2,14421,2.99,2022-02-27 09:48:47.996577+00
20835,406,2,14601,2.99,2022-02-27 16:14:18.996577+00
20846,407,2,14401,6.99,2022-02-27 09:04:46.996577+00
20857,408,2,14733,4.99,2022-02-27 20:50:59.996577+00
20865,409,1,14697,4.99,2022-02-27 19:17:47.996577+00
20876,410,1,14237,3.99,2022-02-27 03:43:26.996577+00
20877,410,2,14298,4.99,2022-02-27 05:45:36.996577+00
20878,410,1,14319,4.99,2022-02-27 06:29:21.996577+00
20879,410,2,14819,2.99,2022-02-27 23:45:45.996577+00
20887,411,2,14480,2.99,2022-02-27 12:05:06.996577+00
20888,411,1,14772,5.99,2022-02-27 22:19:05.996577+00
20895,412,1,14535,6.99,2022-02-27 13:51:03.996577+00
20908,413,1,14773,2.99,2022-02-27 22:19:23.996577+00
20937,416,1,14239,4.99,2022-02-27 03:47:23.996577+00
20951,417,1,14304,6.99,2022-02-27 05:51:36.996577+00
20952,417,1,14607,2.99,2022-02-27 16:25:16.996577+00
20967,418,1,14484,0.99,2022-02-27 12:15:55.996577+00
20980,419,2,14308,0.99,2022-02-27 06:11:47.996577+00
20986,420,2,14525,0.99,2022-02-27 13:35:15.996577+00
20994,421,1,14742,4.99,2022-02-27 21:07:27.996577+00
21013,423,2,14191,6.99,2022-02-27 02:04:24.996577+00
21041,426,2,14151,6.99,2022-02-27 00:51:51.996577+00
21048,427,2,14201,6.99,2022-02-27 02:20:00.996577+00
21049,427,1,14287,3.99,2022-02-27 05:22:25.996577+00
21056,429,2,14495,4.99,2022-02-27 12:33:05.996577+00
21083,433,2,14523,4.99,2022-02-27 13:32:11.996577+00
21084,433,1,14559,6.99,2022-02-27 14:40:01.996577+00
21094,434,2,14553,4.99,2022-02-27 14:28:06.996577+00
21104,435,1,14696,4.99,2022-02-27 19:16:31.996577+00
21105,435,1,14765,1.99,2022-02-27 22:08:54.996577+00
21135,438,2,14582,5.99,2022-02-27 15:36:59.996577+00
21146,439,2,14730,5.99,2022-02-27 20:49:37.996577+00
21156,440,1,14555,0.99,2022-02-27 14:31:28.996577+00
21165,441,2,14796,4.99,2022-02-27 23:09:15.996577+00
21172,442,2,14199,0.99,2022-02-27 02:17:09.996577+00
21173,442,1,14418,1.99,2022-02-27 09:42:52.996577+00
21174,442,1,14466,0.99,2022-02-27 11:31:39.996577+00
21181,443,1,14561,2.99,2022-02-27 14:49:09.996577+00
21182,443,2,14611,6.99,2022-02-27 16:30:07.996577+00
21207,445,1,14612,6.99,2022-02-27 16:31:41.996577+00
21208,445,2,14673,2.99,2022-02-27 18:29:44.996577+00
21227,447,2,14443,5.99,2022-02-27 10:34:58.996577+00
21237,448,1,14580,3.99,2022-02-27 15:25:05.996577+00
21238,448,1,14711,2.99,2022-02-27 19:50:33.996577+00
21253,450,1,14282,4.99,2022-02-27 05:09:55.996577+00
21271,451,2,14500,0.99,2022-02-27 12:39:56.996577+00
21279,452,1,14660,0.99,2022-02-27 18:11:47.996577+00
21285,453,1,14133,2.99,2022-02-27 00:12:40.996577+00
21286,453,2,14306,5.99,2022-02-27 06:01:01.996577+00
21287,453,2,14644,4.99,2022-02-27 17:40:38.996577+00
21288,453,1,14652,4.99,2022-02-27 18:00:31.996577+00
21297,454,1,14799,0.99,2022-02-27 23:13:23.996577+00
21308,455,1,14294,2.99,2022-02-27 05:35:52.996577+00
21309,455,2,14583,4.99,2022-02-27 15:40:13.996577+00
21317,456,2,14253,2.99,2022-02-27 04:16:18.996577+00
21318,456,2,14690,1.99,2022-02-27 19:10:51.996577+00
21327,457,2,14327,10.99,2022-02-27 06:46:44.996577+00
21328,457,1,14365,6.99,2022-02-27 07:53:39.996577+00
21336,458,2,14428,4.99,2022-02-27 09:55:33.996577+00
21346,459,1,14315,3.99,2022-02-27 06:25:05.996577+00
21368,461,1,14186,4.99,2022-02-27 01:59:33.996577+00
21395,463,1,14689,0.99,2022-02-27 19:01:26.996577+00
21420,466,2,14546,2.99,2022-02-27 14:19:16.996577+00
21429,467,1,14402,2.99,2022-02-27 09:06:43.996577+00
21430,467,1,14451,0.99,2022-02-27 10:50:10.996577+00
21439,468,2,14154,4.99,2022-02-27 00:58:26.996577+00
21440,468,2,14210,4.99,2022-02-27 02:56:28.996577+00
21441,468,1,14309,9.99,2022-02-27 06:12:43.996577+00
21442,468,1,14313,2.99,2022-02-27 06:18:19.996577+00
21443,468,1,14614,9.99,2022-02-27 16:32:17.996577+00
21458,469,2,14197,7.99,2022-02-27 02:15:51.996577+00
21459,469,2,14661,2.99,2022-02-27 18:12:47.996577+00
21473,470,2,14405,4.99,2022-02-27 09:13:27.996577+00
21481,471,1,14317,5.99,2022-02-27 06:29:06.996577+00
21482,471,2,14538,2.99,2022-02-27 13:56:41.996577+00
21491,472,1,14209,4.99,2022-02-27 02:46:22.996577+00
21492,472,2,14596,4.99,2022-02-27 16:07:03.996577+00
21493,472,1,14597,4.99,2022-02-27 16:08:07.996577+00
21503,473,2,14202,0.99,2022-02-27 02:20:18.996577+00
21504,473,2,14550,0.99,2022-02-27 14:25:05.996577+00
21505,473,2,14658,4.99,2022-02-27 18:10:16.996577+00
21506,473,2,14757,4.99,2022-02-27 21:52:03.996577+00
21519,474,1,14728,0.99,2022-02-27 20:44:02.996577+00
21526,475,2,14303,2.99,2022-02-27 05:51:09.996577+00
21539,477,2,14552,3.99,2022-02-27 14:27:53.996577+00
21573,481,2,14280,4.99,2022-02-27 05:08:24.996577+00
21574,481,2,14584,0.99,2022-02-27 15:43:59.996577+00
21579,482,2,14383,4.99,2022-02-27 08:30:31.996577+00
21580,482,2,14732,0.99,2022-02-27 20:50:55.996577+00
21613,486,2,14251,4.99,2022-02-27 04:10:46.996577+00
21614,486,2,14284,4.99,2022-02-27 05:13:03.996577+00
21641,489,2,14328,2.99,2022-02-27 06:46:46.996577+00
21642,489,2,14424,6.99,2022-02-27 09:52:37.996577+00
21648,490,2,14557,4.99,2022-02-27 14:33:37.996577+00
21649,490,2,14761,6.99,2022-02-27 21:58:54.996577+00
21657,491,1,14780,0.99,2022-02-27 22:34:59.996577+00
21660,492,1,14255,2.99,2022-02-27 04:20:03.996577+00
21678,494,2,14634,5.99,2022-02-27 17:19:54.996577+00
21697,496,1,14332,7.99,2022-02-27 06:59:09.996577+00
21698,496,1,14348,0.99,2022-02-27 07:22:52.996577+00
21704,497,2,14134,0.99,2022-02-27 00:14:20.996577+00
21729,500,1,14407,0.99,2022-02-27 09:15:17.996577+00
21750,502,1,14411,4.99,2022-02-27 09:23:23.996577+00
21760,503,1,14823,0.99,2022-02-27 23:53:08.996577+00
21784,505,1,14398,2.99,2022-02-27 08:55:47.996577+00
21785,505,1,14802,2.99,2022-02-27 23:16:49.996577+00
21795,506,1,14337,2.99,2022-02-27 07:02:52.996577+00
21796,506,2,14395,6.99,2022-02-27 08:52:26.996577+00
21803,507,2,14625,4.99,2022-02-27 17:02:47.996577+00
21827,511,1,14213,4.99,2022-02-27 02:59:13.996577+00
21828,511,1,14302,6.99,2022-02-27 05:48:23.996577+00
21836,512,1,14288,4.99,2022-02-27 05:26:00.996577+00
21865,514,1,14386,1.99,2022-02-27 08:35:00.996577+00
21877,515,2,14378,3.99,2022-02-27 08:18:28.996577+00
21878,515,2,14414,0.99,2022-02-27 09:36:43.996577+00
21892,517,2,14190,4.99,2022-02-27 02:03:47.996577+00
21901,518,1,14149,4.99,2022-02-27 00:51:13.996577+00
21908,519,1,14182,2.99,2022-02-27 01:45:36.996577+00
21919,520,1,14372,4.99,2022-02-27 08:08:16.996577+00
21920,520,1,14509,0.99,2022-02-27 13:08:24.996577+00
21930,521,1,14423,0.99,2022-02-27 09:52:25.996577+00
21931,521,2,14551,3.99,2022-02-27 14:25:51.996577+00
21932,521,2,14738,5.99,2022-02-27 20:57:39.996577+00
21942,522,2,14467,2.99,2022-02-27 11:31:59.996577+00
21948,523,1,14766,4.99,2022-02-27 22:10:46.996577+00
21952,524,1,14178,2.99,2022-02-27 01:42:11.996577+00
21953,524,1,14366,2.99,2022-02-27 08:00:05.996577+00
21954,524,2,14680,1.99,2022-02-27 18:48:18.996577+00
21969,526,2,14487,6.99,2022-02-27 12:21:59.996577+00
21970,526,1,14590,7.99,2022-02-27 15:57:36.996577+00
21981,527,1,14352,6.99,2022-02-27 07:34:55.996577+00
21989,528,2,14148,2.99,2022-02-27 00:46:15.996577+00
21999,529,2,14449,4.99,2022-02-27 10:41:44.996577+00
22000,529,2,14764,0.99,2022-02-27 22:06:13.996577+00
22009,530,2,14707,5.99,2022-02-27 19:34:55.996577+00
22040,533,1,14263,7.99,2022-02-27 04:36:41.996577+00
22041,533,1,14800,4.99,2022-02-27 23:14:44.996577+00
22051,534,2,14816,1.99,2022-02-27 23:44:17.996577+00
22063,535,1,14522,4.99,2022-02-27 13:30:00.996577+00
22078,537,2,14506,0.99,2022-02-27 13:00:53.996577+00
22079,537,1,14670,0.99,2022-02-27 18:22:37.996577+00
22088,538,2,14572,2.99,2022-02-27 15:12:57.996577+00
22089,538,1,14591,0.99,2022-02-27 15:58:35.996577+00
22136,544,2,14142,4.99,2022-02-27 00:36:09.996577+00
22137,544,1,14498,4.99,2022-02-27 12:39:10.996577+00
22138,544,2,14651,8.99,2022-02-27 17:59:35.996577+00
22156,546,1,14797,4.99,2022-02-27 23:09:50.996577+00
22167,547,1,14510,9.99,2022-02-27 13:13:07.996577+00
22173,548,2,14188,0.99,2022-02-27 02:00:30.996577+00
22174,548,2,14723,6.99,2022-02-27 20:20:58.996577+00
22180,549,1,14434,0.99,2022-02-27 10:09:12.996577+00
22188,550,2,14127,4.99,2022-02-27 00:01:58.996577+00
22189,550,2,14375,6.99,2022-02-27 08:15:01.996577+00
22190,550,1,14687,4.99,2022-02-27 19:00:42.996577+00
22199,551,1,14420,0.99,2022-02-27 09:44:41.996577+00
22200,551,2,14609,4.99,2022-02-27 16:25:52.996577+00
22201,551,2,14633,2.99,2022-02-27 17:19:36.996577+00
22212,552,2,14724,4.99,2022-02-27 20:22:13.996577+00
22227,554,1,14469,0.99,2022-02-27 11:35:50.996577+00
22228,554,1,14626,2.99,2022-02-27 17:04:10.996577+00
22244,556,1,14176,2.99,2022-02-27 01:37:49.996577+00
22260,558,2,14235,7.99,2022-02-27 03:37:08.996577+00
22261,558,1,14286,5.99,2022-02-27 05:22:19.996577+00
22270,559,1,14342,4.99,2022-02-27 07:07:52.996577+00
22271,559,2,14622,4.99,2022-02-27 16:54:25.996577+00
22280,560,1,14341,1.99,2022-02-27 07:06:50.996577+00
22281,560,2,14363,4.99,2022-02-27 07:48:29.996577+00
22282,560,1,14436,2.99,2022-02-27 10:16:53.996577+00
22283,560,2,14785,2.99,2022-02-27 22:53:03.996577+00
22290,561,2,14139,0.99,2022-02-27 00:32:59.996577+00
22307,563,2,14592,4.99,2022-02-27 15:58:43.996577+00
22320,564,2,14439,5.99,2022-02-27 10:21:07.996577+00
22321,564,1,14593,0.99,2022-02-27 16:01:44.996577+00
22344,566,1,14277,3.99,2022-02-27 05:03:07.996577+00
22345,566,1,14297,2.99,2022-02-27 05:42:12.996577+00
22371,569,2,14207,4.99,2022-02-27 02:36:45.996577+00
22372,569,2,14400,0.99,2022-02-27 09:02:11.996577+00
22379,570,2,14768,3.99,2022-02-27 22:13:19.996577+00
22429,576,1,14501,4.99,2022-02-27 12:43:04.996577+00
22430,576,1,14541,0.99,2022-02-27 14:02:58.996577+00
22454,579,1,14185,0.99,2022-02-27 01:57:03.996577+00
22455,579,1,14543,1.99,2022-02-27 14:07:27.996577+00
22456,579,2,14560,2.99,2022-02-27 14:42:13.996577+00
22465,580,2,14818,2.99,2022-02-27 23:45:44.996577+00
22481,582,1,14376,4.99,2022-02-27 08:17:22.996577+00
22482,582,1,14568,0.99,2022-02-27 14:59:14.996577+00
22491,583,1,14259,0.99,2022-02-27 04:28:48.996577+00
22501,584,2,14230,5.99,2022-02-27 03:25:55.996577+00
22502,584,2,14447,4.99,2022-02-27 10:40:31.996577+00
22516,586,1,14392,1.99,2022-02-27 08:47:51.996577+00
