rental_id,rental_date,inventory_id,customer_id,return_date,staff_id,last_update
6924,2022-03-05 21:51:53+00,1257,502,2005-08-03 18:04:53+00,2,2022-03-05 21:51:53+00
6925,2022-03-05 21:52:32+00,2919,42,2005-07-29 20:22:32+00,1,2022-03-05 21:52:32+00
6926,2022-03-05 21:52:45+00,1276,354,2005-07-28 17:32:45+00,1,2022-03-05 21:52:45+00
6927,2022-03-05 21:56:00+00,4511,470,2005-08-05 02:16:00+00,2,2022-03-05 21:56:00+00
6928,2022-03-05 21:56:21+00,3605,487,2005-07-30 03:46:21+00,1,2022-03-05 21:56:21+00
6929,2022-03-05 21:59:19+00,3339,508,2005-08-03 21:40:19+00,1,2022-03-05 21:59:19+00
6930,2022-03-05 22:00:01+00,2989,393,2005-08-04 00:57:01+00,2,2022-03-05 22:00:01+00
6931,2022-03-05 22:02:57+00,2794,333,2005-07-28 03:48:57+00,2,2022-03-05 22:02:57+00
6932,2022-03-05 22:08:04+00,4517,463,2005-08-05 00:35:04+00,1,2022-03-05 22:08:04+00
6933,2022-03-05 22:09:23+00,1334,385,2005-07-31 19:50:23+00,1,2022-03-05 22:09:23+00
6934,2022-03-05 22:11:03+00,455,107,2005-08-04 18:18:03+00,1,2022-03-05 22:11:03+00
6935,2022-03-05 22:13:10+00,2771,435,2005-07-27 17:09:10+00,1,2022-03-05 22:13:10+00
6936,2022-03-05 22:13:34+00,60,538,2005-07-30 18:14:34+00,1,2022-03-05 22:13:34+00
6937,2022-03-05 22:15:50+00,1768,592,2005-07-27 18:14:50+00,1,2022-03-05 22:15:50+00
6938,2022-03-05 22:16:04+00,2058,427,2005-08-04 23:59:04+00,2,2022-03-05 22:16:04+00
6939,2022-03-05 22:17:51+00,278,354,2005-08-03 20:12:51+00,2,2022-03-05 22:17:51+00
6940,2022-03-05 22:18:35+00,3876,149,2005-08-05 00:44:35+00,2,2022-03-05 22:18:35+00
6941,2022-03-05 22:18:49+00,1575,441,2005-07-30 23:23:49+00,2,2022-03-05 22:18:49+00
6942,2022-03-05 22:27:40+00,1203,470,2005-07-31 02:17:40+00,2,2022-03-05 22:27:40+00
6943,2022-03-05 22:28:13+00,2436,21,2005-07-30 01:22:13+00,2,2022-03-05 22:28:13+00
6944,2022-03-05 22:34:02+00,1168,373,2005-08-05 00:27:02+00,1,2022-03-05 22:34:02+00
6945,2022-03-05 22:35:29+00,1627,560,2005-07-27 23:12:29+00,1,2022-03-05 22:35:29+00
6946,2022-03-05 22:40:07+00,1854,181,2005-08-04 00:18:07+00,2,2022-03-05 22:40:07+00
6947,2022-03-05 22:42:03+00,760,200,2005-08-02 04:06:03+00,2,2022-03-05 22:42:03+00
6948,2022-03-05 22:43:49+00,3088,228,2005-07-27 20:24:49+00,2,2022-03-05 22:43:49+00
6949,2022-03-05 22:44:12+00,1594,103,2005-07-30 04:39:12+00,2,2022-03-05 22:44:12+00
6950,2022-03-05 22:45:33+00,197,503,2005-07-31 03:40:33+00,2,2022-03-05 22:45:33+00
6951,2022-03-05 22:47:31+00,3348,98,2005-07-31 21:17:31+00,1,2022-03-05 22:47:31+00
6952,2022-03-05 22:51:27+00,4288,290,2005-07-30 01:45:27+00,2,2022-03-05 22:51:27+00
6953,2022-03-05 22:52:47+00,2910,306,2005-07-30 22:07:47+00,1,2022-03-05 22:52:47+00
6954,2022-03-05 22:55:13+00,1112,584,2005-07-28 18:01:13+00,2,2022-03-05 22:55:13+00
6955,2022-03-05 22:55:48+00,1104,469,2005-08-02 02:25:48+00,2,2022-03-05 22:55:48+00
6956,2022-03-05 22:55:57+00,2499,240,2005-08-03 20:41:57+00,1,2022-03-05 22:55:57+00
6957,2022-03-05 23:00:00+00,2231,518,2005-07-29 18:32:00+00,2,2022-03-05 23:00:00+00
6958,2022-03-05 23:02:41+00,657,333,2005-07-27 23:53:41+00,2,2022-03-05 23:02:41+00
6959,2022-03-05 23:07:51+00,1618,452,2005-07-27 19:45:51+00,2,2022-03-05 23:07:51+00
6960,2022-03-05 23:08:33+00,192,421,2005-08-03 19:58:33+00,2,2022-03-05 23:08:33+00
6961,2022-03-05 23:10:49+00,2205,38,2005-07-29 23:26:49+00,2,2022-03-05 23:10:49+00
