payment_id,customer_id,staff_id,rental_id,amount,payment_date
25168,268,2,5671,2.99,2022-03-19 05:46:48.996577+00
25169,268,2,5793,2.99,2022-03-19 12:01:26.996577+00
25170,268,2,5888,6.99,2022-03-19 17:20:43.996577+00
25195,271,2,5878,1.99,2022-03-19 16:38:23.996577+00
25196,271,1,5922,2.99,2022-03-19 19:05:19.996577+00
25197,271,1,6024,2.99,2022-03-19 23:45:13.996577+00
25212,273,1,5605,2.99,2022-03-19 02:35:11.996577+00
25257,277,1,5861,0.99,2022-03-19 15:42:48.996577+00
25258,277,1,5913,2.99,2022-03-19 18:27:21.996577+00
25308,282,1,5926,6.99,2022-03-19 19:22:08.996577+00
25323,283,2,5989,2.99,2022-03-19 22:26:19.996577+00
25348,285,1,5683,9.99,2022-03-19 06:20:39.996577+00
25349,285,1,6010,0.99,2022-03-19 23:20:54.996577+00
25365,286,1,5796,4.99,2022-03-19 12:11:20.996577+00
25378,287,1,5593,3.99,2022-03-19 02:01:39.996577+00
25379,287,2,5761,0.99,2022-03-19 10:14:02.996577+00
25400,289,2,5584,4.99,2022-03-19 01:43:51.996577+00
25401,289,2,5724,0.99,2022-03-19 08:46:38.996577+00
25402,289,2,6007,3.99,2022-03-19 23:11:32.996577+00
25413,290,2,5827,2.99,2022-03-19 13:50:46.996577+00
25425,291,2,5754,2.99,2022-03-19 10:01:09.996577+00
25439,292,1,5940,4.99,2022-03-19 19:59:27.996577+00
25455,293,2,5765,3.99,2022-03-19 10:31:28.996577+00
25480,295,2,5994,4.99,2022-03-19 22:42:36.996577+00
25496,296,1,5589,4.99,2022-03-19 01:51:24.996577+00
25497,296,2,6016,4.99,2022-03-19 23:33:11.996577+00
25507,297,1,5743,8.99,2022-03-19 09:26:04.996577+00
25531,299,1,5642,2.99,2022-03-19 04:14:34.996577+00
25541,300,2,5562,2.99,2022-03-19 00:46:08.996577+00
25542,300,1,5705,10.99,2022-03-19 07:37:43.996577+00
25557,301,2,5730,2.99,2022-03-19 08:56:58.996577+00
25558,301,2,5807,2.99,2022-03-19 12:44:56.996577+00
25565,302,2,5682,2.99,2022-03-19 06:20:05.996577+00
25566,302,2,5709,0.99,2022-03-19 08:00:18.996577+00
25567,302,2,5821,4.99,2022-03-19 13:35:42.996577+00
25591,304,1,5712,4.99,2022-03-19 08:08:58.996577+00
25592,304,2,5749,3.99,2022-03-19 09:49:02.996577+00
25593,304,2,5795,0.99,2022-03-19 12:04:55.996577+00
25604,305,2,5582,4.99,2022-03-19 01:36:51.996577+00
25605,305,1,5745,8.99,2022-03-19 09:38:37.996577+00
25613,306,2,5581,2.99,2022-03-19 01:34:32.996577+00
25629,307,1,5871,3.99,2022-03-19 16:14:34.996577+00
25640,308,1,5946,2.99,2022-03-19 20:25:55.996577+00
25649,309,1,5980,4.99,2022-03-19 21:46:47.996577+00
25662,310,1,5621,5.99,2022-03-19 03:02:36.996577+00
25663,310,2,5836,0.99,2022-03-19 14:17:28.996577+00
25699,314,2,5856,0.99,2022-03-19 15:25:58.996577+00
25722,316,2,5544,7.99,2022-03-19 00:16:33.996577+00
25723,316,1,5618,5.99,2022-03-19 02:57:24.996577+00
25735,317,1,5548,0.99,2022-03-19 00:25:11.996577+00
25736,317,2,5942,7.99,2022-03-19 20:15:43.996577+00
25753,319,1,5791,8.99,2022-03-19 11:44:48.996577+00
25754,319,1,5882,2.99,2022-03-19 16:49:00.996577+00
25778,321,2,5867,8.99,2022-03-19 16:07:27.996577+00
25797,323,2,5669,4.99,2022-03-19 05:41:19.996577+00
25798,323,2,5906,1.99,2022-03-19 18:10:07.996577+00
25813,324,2,5702,2.99,2022-03-19 07:28:27.996577+00
25814,324,1,5778,0.99,2022-03-19 11:10:03.996577+00
25824,325,2,5740,2.99,2022-03-19 09:20:24.996577+00
25825,325,1,5775,4.99,2022-03-19 11:02:52.996577+00
25874,330,1,5750,5.99,2022-03-19 09:49:07.996577+00
25888,331,1,5885,1.99,2022-03-19 17:02:16.996577+00
25889,331,1,5947,5.99,2022-03-19 20:36:08.996577+00
25912,333,1,5645,1.99,2022-03-19 04:26:47.996577+00
25913,333,2,5892,4.99,2022-03-19 17:31:08.996577+00
25928,334,2,5818,5.99,2022-03-19 13:19:38.996577+00
25929,334,1,5845,4.99,2022-03-19 14:51:40.996577+00
25943,335,2,5728,2.99,2022-03-19 08:54:40.996577+00
25953,336,2,5649,2.99,2022-03-19 04:43:33.996577+00
25954,336,2,5667,0.99,2022-03-19 05:39:29.996577+00
25989,339,1,5720,3.99,2022-03-19 08:37:38.996577+00
26010,341,2,5931,0.99,2022-03-19 19:32:45.996577+00
26014,342,1,5617,0.99,2022-03-19 02:57:16.996577+00
26055,346,2,5557,4.99,2022-03-19 00:38:47.996577+00
26072,347,1,5819,2.99,2022-03-19 13:24:46.996577+00
