payment_id,customer_id,staff_id,rental_id,amount,payment_date
16053,269,2,703,0.99,2022-01-06 00:58:02.996577+00
16054,269,1,750,4.99,2022-01-06 08:10:06.996577+00
16072,276,1,736,3.99,2022-01-06 06:38:33.996577+00
16080,281,2,754,2.99,2022-01-06 08:47:25.996577+00
16085,284,2,791,0.99,2022-01-06 14:59:08.996577+00
16097,291,2,747,4.99,2022-01-06 07:55:00.996577+00
16115,300,1,780,3.99,2022-01-06 12:46:58.996577+00
16137,309,2,723,0.99,2022-01-06 04:03:10.996577+00
16149,313,2,712,2.99,2022-01-06 02:30:50.996577+00
16150,313,2,781,0.99,2022-01-06 12:52:24.996577+00
16151,313,2,843,0.99,2022-01-06 23:12:50.996577+00
16166,321,2,818,4.99,2022-01-06 19:16:19.996577+00
16170,323,2,729,2.99,2022-01-06 05:03:39.996577+00
16179,330,1,704,3.99,2022-01-06 01:13:09.996577+00
16190,337,1,839,8.99,2022-01-06 22:56:38.996577+00
16196,344,2,813,5.99,2022-01-06 18:43:00.996577+00
16200,346,1,810,4.99,2022-01-06 17:40:30.996577+00
16202,348,2,821,0.99,2022-01-06 19:59:38.996577+00
16205,350,1,802,4.99,2022-01-06 16:07:25.996577+00
16207,352,1,784,2.99,2022-01-06 13:12:48.996577+00
16215,357,1,824,4.99,2022-01-06 20:13:58.996577+00
16222,360,2,777,4.99,2022-01-06 12:36:24.996577+00
16226,363,1,733,3.99,2022-01-06 06:03:47.996577+00
16235,368,1,836,2.99,2022-01-06 22:25:08.996577+00
16245,371,1,825,0.99,2022-01-06 20:18:07.996577+00
16246,371,1,829,2.99,2022-01-06 20:45:08.996577+00
16255,375,2,749,4.99,2022-01-06 08:01:59.996577+00
16261,380,1,847,3.99,2022-01-06 23:46:41.996577+00
16264,381,1,835,2.99,2022-01-06 22:05:26.996577+00
16268,383,1,766,8.99,2022-01-06 10:15:28.996577+00
16277,387,1,697,7.99,2022-01-06 00:32:30.996577+00
16278,387,1,841,4.99,2022-01-06 22:59:43.996577+00
16298,399,2,694,6.99,2022-01-06 00:18:09.996577+00
16306,401,2,811,1.99,2022-01-06 17:59:08.996577+00
16307,402,2,801,1.99,2022-01-06 16:04:16.996577+00
16312,405,2,770,4.99,2022-01-06 11:25:16.996577+00
16323,412,1,717,0.99,2022-01-06 03:06:10.996577+00
16331,416,2,724,3.99,2022-01-06 04:21:49.996577+00
16335,417,2,833,4.99,2022-01-06 21:50:22.996577+00
16337,420,2,744,4.99,2022-01-06 07:41:34.996577+00
16349,429,2,799,4.99,2022-01-06 15:53:14.996577+00
16350,429,2,844,4.99,2022-01-06 23:26:46.996577+00
16360,435,1,757,7.99,2022-01-06 08:58:13.996577+00
16361,435,1,806,4.99,2022-01-06 16:59:56.996577+00
16364,436,1,848,5.99,2022-01-06 23:48:19.996577+00
16373,439,1,786,9.99,2022-01-06 13:45:54.996577+00
16375,441,1,823,4.99,2022-01-06 20:08:03.996577+00
16388,447,2,732,0.99,2022-01-06 06:01:17.996577+00
16393,449,1,849,7.99,2022-01-06 23:51:33.996577+00
16399,452,2,714,2.99,2022-01-06 02:43:47.996577+00
16400,452,1,726,1.99,2022-01-06 04:33:55.996577+00
16401,454,1,735,7.99,2022-01-06 06:36:39.996577+00
16434,472,2,800,0.99,2022-01-06 15:56:38.996577+00
16439,474,1,816,7.99,2022-01-06 18:55:05.996577+00
16441,475,1,702,0.99,2022-01-06 00:55:56.996577+00
16443,476,1,771,2.99,2022-01-06 11:27:40.996577+00
16446,479,1,709,7.99,2022-01-06 02:16:27.996577+00
16448,480,1,720,6.99,2022-01-06 03:45:56.996577+00
16449,480,2,822,9.99,2022-01-06 20:04:26.996577+00
16454,483,2,742,6.99,2022-01-06 07:04:56.996577+00
16457,484,2,727,2.99,2022-01-06 04:36:41.996577+00
16472,495,2,741,4.99,2022-01-06 07:04:15.996577+00
16478,498,2,718,2.99,2022-01-06 03:20:49.996577+00
16495,504,1,838,4.99,2022-01-06 22:56:23.996577+00
16506,507,2,713,4.99,2022-01-06 02:38:43.996577+00
16510,509,1,831,8.99,2022-01-06 21:18:51.996577+00
16515,511,1,819,3.99,2022-01-06 19:28:58.996577+00
16523,518,1,710,2.99,2022-01-06 02:17:02.996577+00
16538,528,2,695,3.99,2022-01-06 00:19:19.996577+00
16539,528,2,793,5.99,2022-01-06 15:12:34.996577+00
16552,535,1,778,3.99,2022-01-06 12:38:19.996577+00
16558,538,2,734,4.99,2022-01-06 06:07:18.996577+00
16570,545,2,715,3.99,2022-01-06 02:51:07.996577+00
16577,548,1,743,4.99,2022-01-06 07:07:28.996577+00
16585,551,1,728,2.99,2022-01-06 04:41:04.996577+00
16586,551,1,795,0.99,2022-01-06 15:26:05.996577+00
16590,553,2,789,4.99,2022-01-06 14:45:33.996577+00
16592,554,1,817,2.99,2022-01-06 19:07:40.996577+00
16594,556,2,772,5.99,2022-01-06 11:36:32.996577+00
16601,562,2,788,2.99,2022-01-06 14:42:21.996577+00
16604,563,1,758,4.99,2022-01-06 09:00:22.996577+00
16605,563,2,773,5.99,2022-01-06 11:46:31.996577+00
16611,566,2,768,4.99,2022-01-06 10:59:12.996577+00
16621,573,2,827,2.99,2022-01-06 20:27:09.996577+00
16626,575,2,769,2.99,2022-01-06 11:20:10.996577+00
16627,575,1,774,4.99,2022-01-06 11:48:09.996577+00
16628,576,2,755,2.99,2022-01-06 08:54:55.996577+00
16647,589,1,737,4.99,2022-01-06 06:39:57.996577+00
16649,593,1,790,2.99,2022-01-06 14:47:55.996577+00
16659,596,2,782,1.99,2022-01-06 13:07:23.996577+00
16673,207,2,826,6.99,2022-01-06 20:24:41.996577+00
16681,3,1,830,2.99,2022-01-06 21:12:21.996577+00
16682,5,1,731,0.99,2022-01-06 05:53:42.996577+00
16690,7,2,748,2.99,2022-01-06 07:55:26.996577+00
16705,14,2,815,0.99,2022-01-06 18:52:54.996577+00
16715,18,1,692,4.99,2022-01-06 00:00:36.996577+00
16721,19,2,696,2.99,2022-01-06 00:27:36.996577+00
16730,22,2,820,8.99,2022-01-06 19:35:48.996577+00
16738,26,1,796,2.99,2022-01-06 15:28:10.996577+00
16740,27,2,787,2.99,2022-01-06 14:31:29.996577+00
16745,32,2,803,4.99,2022-01-06 16:20:56.996577+00
16751,36,1,716,0.99,2022-01-06 03:03:55.996577+00
16761,44,2,721,0.99,2022-01-06 03:57:13.996577+00
