rental_id,rental_date,inventory_id,customer_id,return_date,staff_id,last_update
11562,2022-03-27 00:23:39+00,2992,424,2005-08-26 05:16:39+00,1,2022-03-27 00:23:39+00
11564,2022-03-27 00:27:49+00,2237,332,2005-08-19 21:07:49+00,1,2022-03-27 00:27:49+00
11565,2022-03-27 00:28:05+00,173,83,2005-08-23 22:33:05+00,2,2022-03-27 00:28:05+00
11566,2022-03-27 00:28:35+00,4020,520,2005-08-20 21:42:35+00,1,2022-03-27 00:28:35+00
11567,2022-03-27 00:28:43+00,567,558,2005-08-24 19:20:43+00,2,2022-03-27 00:28:43+00
11568,2022-03-27 00:30:01+00,183,342,2005-08-18 21:21:01+00,2,2022-03-27 00:30:01+00
11569,2022-03-27 00:31:04+00,2592,504,2005-08-24 02:36:04+00,2,2022-03-27 00:31:04+00
11669,2022-03-27 04:48:51+00,3224,487,2005-08-22 00:22:51+00,1,2022-03-27 04:48:51+00
11670,2022-03-27 04:48:59+00,4437,286,2005-08-19 07:51:59+00,1,2022-03-27 04:48:59+00
11671,2022-03-27 04:50:21+00,3569,338,2005-08-20 02:43:21+00,1,2022-03-27 04:50:21+00
11673,2022-03-27 04:54:15+00,823,303,2005-08-21 07:12:15+00,2,2022-03-27 04:54:15+00
11674,2022-03-27 04:56:27+00,582,306,2005-08-24 07:50:27+00,2,2022-03-27 04:56:27+00
11675,2022-03-27 04:57:54+00,1322,514,2005-08-21 22:57:54+00,1,2022-03-27 04:57:54+00
11776,2022-03-27 09:27:19+00,2400,306,2005-08-20 13:02:19+00,2,2022-03-27 09:27:19+00
11777,2022-03-27 09:27:19+00,4065,83,2005-08-26 12:10:19+00,1,2022-03-27 09:27:19+00
11778,2022-03-27 09:31:40+00,1306,213,2005-08-25 12:53:40+00,2,2022-03-27 09:31:40+00
11779,2022-03-27 09:31:58+00,181,126,2005-08-24 14:28:58+00,2,2022-03-27 09:31:58+00
11883,2022-03-27 13:41:28+00,221,551,2005-08-19 08:54:28+00,1,2022-03-27 13:41:28+00
11884,2022-03-27 13:43:23+00,797,178,2005-08-25 14:38:23+00,1,2022-03-27 13:43:23+00
11990,2022-03-27 17:26:22+00,3012,17,2005-08-19 13:34:22+00,2,2022-03-27 17:26:22+00
11991,2022-03-27 17:27:08+00,940,361,2005-08-25 13:07:08+00,1,2022-03-27 17:27:08+00
11992,2022-03-27 17:27:22+00,4132,136,2005-08-26 21:38:22+00,2,2022-03-27 17:27:22+00
11993,2022-03-27 17:27:49+00,295,303,2005-08-20 23:04:49+00,1,2022-03-27 17:27:49+00
12098,2022-03-27 21:38:31+00,534,545,2005-08-20 00:56:31+00,1,2022-03-27 21:38:31+00
12099,2022-03-27 21:38:54+00,1743,195,2005-08-18 20:29:54+00,2,2022-03-27 21:38:54+00
12100,2022-03-27 21:41:10+00,4365,391,2005-08-24 20:31:10+00,2,2022-03-27 21:41:10+00
12102,2022-03-27 21:45:26+00,4268,392,2005-08-24 00:47:26+00,2,2022-03-27 21:45:26+00
11549,2022-03-27 00:01:48+00,945,402,2005-08-19 20:24:48+00,2,2022-03-27 00:01:48+00
11550,2022-03-27 00:02:06+00,2972,339,2005-08-22 20:44:06+00,1,2022-03-27 00:02:06+00
11551,2022-03-27 00:03:49+00,3356,168,2005-08-18 21:31:49+00,1,2022-03-27 00:03:49+00
11552,2022-03-27 00:04:29+00,1143,230,2005-08-23 22:07:29+00,1,2022-03-27 00:04:29+00
11553,2022-03-27 00:04:31+00,3317,360,2005-08-23 23:44:31+00,1,2022-03-27 00:04:31+00
11554,2022-03-27 00:05:17+00,2212,460,2005-08-20 05:20:17+00,2,2022-03-27 00:05:17+00
11555,2022-03-27 00:08:59+00,2569,372,2005-08-18 05:09:59+00,2,2022-03-27 00:08:59+00
11556,2022-03-27 00:11:53+00,373,9,2005-08-18 22:41:53+00,1,2022-03-27 00:11:53+00
11557,2022-03-27 00:19:20+00,2376,416,2005-08-24 01:25:20+00,1,2022-03-27 00:19:20+00
11558,2022-03-27 00:19:52+00,1681,403,2005-08-18 23:47:52+00,2,2022-03-27 00:19:52+00
11559,2022-03-27 00:20:26+00,1812,385,2005-08-24 02:11:26+00,1,2022-03-27 00:20:26+00
