payment_id,customer_id,staff_id,rental_id,amount,payment_date
17212,268,2,2858,2.99,2022-01-27 21:45:37.996577+00
17224,272,2,2546,5.99,2022-01-27 01:08:05.996577+00
17235,275,1,2646,4.99,2022-01-27 08:24:27.996577+00
17238,276,2,2763,4.99,2022-01-27 15:52:00.996577+00
17243,277,2,2723,4.99,2022-01-27 13:23:49.996577+00
17256,280,1,2656,3.99,2022-01-27 09:10:59.996577+00
17268,283,1,2685,2.99,2022-01-27 11:03:47.996577+00
17269,283,2,2849,7.99,2022-01-27 21:34:26.996577+00
17271,284,2,2813,6.99,2022-01-27 18:30:13.996577+00
17281,287,2,2612,6.99,2022-01-27 05:48:07.996577+00
17286,289,1,2784,10.99,2022-01-27 17:08:55.996577+00
17299,292,1,2838,3.99,2022-01-27 20:34:32.996577+00
17315,295,1,2638,1.99,2022-01-27 07:51:56.996577+00
17332,299,2,2664,4.99,2022-01-27 09:39:49.996577+00
17333,299,1,2774,2.99,2022-01-27 16:33:37.996577+00
17334,299,2,2791,4.99,2022-01-27 17:19:53.996577+00
17341,301,1,2611,4.99,2022-01-27 05:46:43.996577+00
17357,306,2,2836,6.99,2022-01-27 20:26:47.996577+00
17360,307,1,2787,4.99,2022-01-27 17:15:26.996577+00
17361,307,1,2881,2.99,2022-01-27 23:54:44.996577+00
17370,309,2,2560,9.99,2022-01-27 01:41:08.996577+00
17371,309,2,2644,3.99,2022-01-27 08:10:56.996577+00
17372,309,2,2688,6.99,2022-01-27 11:19:22.996577+00
17378,310,1,2618,2.99,2022-01-27 06:31:27.996577+00
17385,313,1,2617,7.99,2022-01-27 06:16:57.996577+00
17386,313,2,2711,4.99,2022-01-27 12:40:48.996577+00
17395,316,1,2820,4.99,2022-01-27 18:48:59.996577+00
17400,318,1,2634,2.99,2022-01-27 07:23:43.996577+00
17401,318,1,2643,2.99,2022-01-27 08:07:53.996577+00
17407,319,2,2703,4.99,2022-01-27 12:04:32.996577+00
17408,319,2,2884,0.99,2022-01-27 23:59:42.996577+00
17414,320,2,2883,7.99,2022-01-27 23:57:36.996577+00
17420,322,1,2554,0.99,2022-01-27 01:34:04.996577+00
17428,324,2,2590,2.99,2022-01-27 04:00:06.996577+00
17431,325,2,2808,2.99,2022-01-27 18:03:11.996577+00
17441,327,2,2637,3.99,2022-01-27 07:49:22.996577+00
17452,329,2,2702,2.99,2022-01-27 12:04:22.996577+00
17463,331,1,2587,2.99,2022-01-27 03:34:40.996577+00
17475,336,1,2575,2.99,2022-01-27 03:01:18.996577+00
17476,336,2,2719,4.99,2022-01-27 13:18:45.996577+00
17498,340,2,2607,5.99,2022-01-27 05:23:27.996577+00
17499,340,1,2653,5.99,2022-01-27 09:05:19.996577+00
17506,341,2,2829,2.99,2022-01-27 19:39:56.996577+00
17525,345,2,2766,4.99,2022-01-27 16:13:41.996577+00
17542,350,1,2619,0.99,2022-01-27 06:31:38.996577+00
17547,351,1,2759,2.99,2022-01-27 15:38:50.996577+00
17558,354,1,2769,6.99,2022-01-27 16:20:40.996577+00
17572,358,1,2721,2.99,2022-01-27 13:21:50.996577+00
17573,358,1,2749,2.99,2022-01-27 14:56:01.996577+00
17578,359,1,2736,4.99,2022-01-27 14:11:46.996577+00
17581,360,2,2541,3.99,2022-01-27 00:36:36.996577+00
17582,360,2,2780,6.99,2022-01-27 16:47:59.996577+00
17584,361,2,2558,1.99,2022-01-27 01:37:42.996577+00
17585,361,1,2851,2.99,2022-01-27 21:35:29.996577+00
17595,363,1,2540,4.99,2022-01-27 00:33:14.996577+00
17599,364,2,2606,4.99,2022-01-27 05:19:58.996577+00
17600,364,2,2857,4.99,2022-01-27 21:43:41.996577+00
17613,368,1,2694,4.99,2022-01-27 11:45:47.996577+00
17614,368,1,2744,4.99,2022-01-27 14:49:06.996577+00
17622,371,2,2837,0.99,2022-01-27 20:32:16.996577+00
17633,374,2,2641,2.99,2022-01-27 08:06:59.996577+00
17638,376,1,2779,0.99,2022-01-27 16:47:33.996577+00
17639,377,2,2556,3.99,2022-01-27 01:35:58.996577+00
17647,378,2,2713,4.99,2022-01-27 12:51:35.996577+00
17673,383,1,2609,7.99,2022-01-27 05:41:38.996577+00
17688,386,1,2732,0.99,2022-01-27 13:48:05.996577+00
17698,388,1,2537,5.99,2022-01-27 00:20:47.996577+00
17699,388,1,2692,4.99,2022-01-27 11:36:45.996577+00
17703,389,1,2552,3.99,2022-01-27 01:29:55.996577+00
17712,391,1,2690,2.99,2022-01-27 11:28:28.996577+00
17754,404,1,2715,4.99,2022-01-27 12:58:01.996577+00
17759,405,2,2654,3.99,2022-01-27 09:06:20.996577+00
17766,406,2,2585,0.99,2022-01-27 03:33:29.996577+00
17770,407,2,2597,0.99,2022-01-27 04:22:12.996577+00
17772,408,1,2564,2.99,2022-01-27 02:09:36.996577+00
17773,408,2,2728,2.99,2022-01-27 13:32:30.996577+00
17784,411,2,2712,0.99,2022-01-27 12:48:39.996577+00
17787,413,2,2545,4.99,2022-01-27 00:52:02.996577+00
17789,414,1,2559,9.99,2022-01-27 01:38:12.996577+00
17799,418,1,2825,2.99,2022-01-27 19:00:45.996577+00
17802,419,2,2793,2.99,2022-01-27 17:21:03.996577+00
17803,420,2,2672,3.99,2022-01-27 10:10:30.996577+00
17804,420,1,2698,0.99,2022-01-27 11:57:37.996577+00
17805,420,1,2726,0.99,2022-01-27 13:30:46.996577+00
17811,422,2,2747,2.99,2022-01-27 14:50:33.996577+00
17812,422,1,2778,5.99,2022-01-27 16:46:38.996577+00
17815,423,1,2600,6.99,2022-01-27 04:35:51.996577+00
17816,423,2,2758,6.99,2022-01-27 15:33:01.996577+00
17825,426,1,2804,0.99,2022-01-27 17:53:20.996577+00
17835,428,1,2677,2.99,2022-01-27 10:30:25.996577+00
17851,431,2,2761,2.99,2022-01-27 15:50:43.996577+00
17868,437,1,2792,2.99,2022-01-27 17:20:51.996577+00
17873,438,1,2591,4.99,2022-01-27 04:00:48.996577+00
17879,439,1,2621,2.99,2022-01-27 06:35:57.996577+00
17888,443,1,2871,2.99,2022-01-27 22:56:15.996577+00
17892,444,1,2551,4.99,2022-01-27 01:19:30.996577+00
17898,446,2,2710,0.99,2022-01-27 12:32:22.996577+00
17907,448,2,2697,0.99,2022-01-27 11:57:34.996577+00
17918,450,1,2626,2.99,2022-01-27 06:57:10.996577+00
17923,451,1,2671,1.99,2022-01-27 10:01:37.996577+00
17933,452,2,2661,0.99,2022-01-27 09:19:18.996577+00
17934,453,2,2852,5.99,2022-01-27 21:37:16.996577+00
17935,453,1,2853,7.99,2022-01-27 21:38:07.996577+00
