payment_id,customer_id,staff_id,rental_id,amount,payment_date
19528,267,1,15768,0.99,2022-03-01 11:43:13.996577+00
19529,267,1,15903,3.99,2022-03-01 15:59:06.996577+00
19548,269,2,15788,2.99,2022-03-01 12:23:05.996577+00
19560,270,2,15620,6.99,2022-03-01 05:38:48.996577+00
19587,273,1,15760,6.99,2022-03-01 11:18:26.996577+00
19603,274,2,15819,3.99,2022-03-01 13:30:20.996577+00
19619,275,2,15496,3.99,2022-03-01 00:58:49.996577+00
19629,276,2,15718,2.99,2022-03-01 09:33:43.996577+00
19630,276,1,15769,3.99,2022-03-01 11:44:41.996577+00
19631,276,2,15923,4.99,2022-03-01 16:36:45.996577+00
19655,278,1,16019,4.99,2022-03-01 19:59:11.996577+00
19668,279,2,15580,6.99,2022-03-01 04:07:32.996577+00
19669,279,1,15606,2.99,2022-03-01 05:18:53.996577+00
19680,280,2,15554,5.99,2022-03-01 03:16:38.996577+00
19681,280,2,15950,5.99,2022-03-01 17:38:05.996577+00
19687,282,2,15543,4.99,2022-03-01 02:44:07.996577+00
19693,283,1,15837,2.99,2022-03-01 13:58:07.996577+00
19711,285,1,15489,4.99,2022-03-01 00:35:07.996577+00
19718,286,2,15629,4.99,2022-03-01 05:56:48.996577+00
19728,287,1,15614,2.99,2022-03-01 05:33:41.996577+00
19762,291,2,15663,3.99,2022-03-01 07:22:52.996577+00
19778,293,1,15508,7.99,2022-03-01 01:17:30.996577+00
19779,293,2,15675,5.99,2022-03-01 07:47:18.996577+00
19790,294,1,15839,5.99,2022-03-01 14:03:12.996577+00
19808,296,2,15866,7.99,2022-03-01 14:47:28.996577+00
19820,297,2,15582,2.99,2022-03-01 04:14:10.996577+00
19821,297,1,15711,4.99,2022-03-01 09:11:26.996577+00
19832,298,1,15643,4.99,2022-03-01 06:41:52.996577+00
19852,300,2,15811,5.99,2022-03-01 13:12:12.996577+00
19865,302,2,15578,2.99,2022-03-01 04:05:39.996577+00
19866,302,1,15622,5.99,2022-03-01 05:50:28.996577+00
19867,302,2,15734,0.99,2022-03-01 10:08:34.996577+00
