rental_id,rental_date,inventory_id,customer_id,return_date,staff_id,last_update
1158,2022-01-22 21:53:33+00,1632,416,2005-06-18 20:37:33+00,2,2022-01-22 21:53:33+00
1159,2022-01-22 21:55:13+00,4395,516,2005-06-17 01:11:13+00,1,2022-01-22 21:55:13+00
1160,2022-01-22 22:00:34+00,2795,239,2005-06-18 00:58:34+00,2,2022-01-22 22:00:34+00
1161,2022-01-22 22:07:08+00,1690,285,2005-06-21 16:12:08+00,1,2022-01-22 22:07:08+00
1162,2022-01-22 22:09:38+00,987,310,2005-06-23 21:00:38+00,1,2022-01-22 22:09:38+00
1163,2022-01-22 22:12:46+00,4209,592,2005-06-23 20:53:46+00,1,2022-01-22 22:12:46+00
1164,2022-01-22 22:16:26+00,3691,49,2005-06-16 20:00:26+00,1,2022-01-22 22:16:26+00
1165,2022-01-22 22:16:27+00,2855,264,2005-06-20 01:40:27+00,2,2022-01-22 22:16:27+00
1166,2022-01-22 22:17:03+00,2508,46,2005-06-15 19:43:03+00,1,2022-01-22 22:17:03+00
1167,2022-01-22 22:25:58+00,4021,323,2005-06-18 04:18:58+00,2,2022-01-22 22:25:58+00
1168,2022-01-22 22:35:09+00,4368,481,2005-06-19 02:20:09+00,1,2022-01-22 22:35:09+00
1169,2022-01-22 22:42:56+00,1062,139,2005-06-16 03:02:56+00,2,2022-01-22 22:42:56+00
1170,2022-01-22 22:47:35+00,2444,595,2005-06-17 04:28:35+00,2,2022-01-22 22:47:35+00
1171,2022-01-22 22:50:11+00,4082,284,2005-06-17 20:44:11+00,2,2022-01-22 22:50:11+00
1172,2022-01-22 22:54:34+00,2685,306,2005-06-16 01:26:34+00,1,2022-01-22 22:54:34+00
1173,2022-01-22 22:54:46+00,1050,191,2005-06-19 22:26:46+00,2,2022-01-22 22:54:46+00
1174,2022-01-22 23:12:51+00,2653,95,2005-06-21 01:10:51+00,2,2022-01-22 23:12:51+00
1175,2022-01-22 23:15:15+00,3255,197,2005-06-20 18:23:15+00,2,2022-01-22 23:15:15+00
1176,2022-01-22 23:28:37+00,2715,512,2005-06-21 20:42:37+00,1,2022-01-22 23:28:37+00
1177,2022-01-22 23:33:04+00,1897,210,2005-06-16 02:47:04+00,2,2022-01-22 23:33:04+00
1178,2022-01-22 23:36:40+00,2553,279,2005-06-20 23:27:40+00,2,2022-01-22 23:36:40+00
1179,2022-01-22 23:36:50+00,816,119,2005-06-22 21:09:50+00,1,2022-01-22 23:36:50+00
1180,2022-01-22 23:39:01+00,3119,432,2005-06-21 21:44:01+00,2,2022-01-22 23:39:01+00
1181,2022-01-22 23:42:17+00,2973,546,2005-06-19 02:36:17+00,2,2022-01-22 23:42:17+00
1182,2022-01-22 23:45:21+00,1061,196,2005-06-22 02:52:21+00,1,2022-01-22 23:45:21+00
1183,2022-01-22 23:49:19+00,706,329,2005-06-20 03:33:19+00,1,2022-01-22 23:49:19+00
1184,2022-01-22 23:49:36+00,473,295,2005-06-22 22:39:36+00,2,2022-01-22 23:49:36+00
1185,2022-01-22 23:54:12+00,2785,1,2005-06-23 01:42:12+00,2,2022-01-22 23:54:12+00
1186,2022-01-22 23:56:45+00,1556,368,2005-06-16 01:23:45+00,1,2022-01-22 23:56:45+00
1187,2022-01-22 23:58:50+00,1108,334,2005-06-23 01:19:50+00,1,2022-01-22 23:58:50+00
