rental_id,rental_date,inventory_id,customer_id,return_date,staff_id,last_update
10211,2022-03-11 00:01:16+00,810,530,2005-08-10 00:31:16+00,1,2022-03-11 00:01:16+00
10212,2022-03-11 00:01:35+00,3728,324,2005-08-02 22:02:35+00,1,2022-03-11 00:01:35+00
10213,2022-03-11 00:03:18+00,1462,106,2005-08-09 19:07:18+00,1,2022-03-11 00:03:18+00
10214,2022-03-11 00:04:15+00,648,597,2005-08-01 18:31:15+00,2,2022-03-11 00:04:15+00
10215,2022-03-11 00:04:28+00,838,345,2005-08-09 20:43:28+00,2,2022-03-11 00:04:28+00
10216,2022-03-11 00:06:27+00,3603,436,2005-08-08 21:41:27+00,2,2022-03-11 00:06:27+00
10217,2022-03-11 00:07:27+00,1193,389,2005-08-08 23:42:27+00,1,2022-03-11 00:07:27+00
10218,2022-03-11 00:09:44+00,3886,101,2005-08-05 19:08:44+00,1,2022-03-11 00:09:44+00
10219,2022-03-11 00:10:33+00,2262,505,2005-08-10 01:45:33+00,2,2022-03-11 00:10:33+00
10220,2022-03-11 00:13:22+00,3920,294,2005-08-04 21:57:22+00,2,2022-03-11 00:13:22+00
10221,2022-03-11 00:16:50+00,3051,373,2005-08-03 04:35:50+00,2,2022-03-11 00:16:50+00
10222,2022-03-11 00:17:42+00,1214,295,2005-08-08 01:45:42+00,1,2022-03-11 00:17:42+00
10223,2022-03-11 00:23:15+00,1370,522,2005-08-02 18:39:15+00,1,2022-03-11 00:23:15+00
10224,2022-03-11 00:31:56+00,1443,587,2005-08-05 20:21:56+00,2,2022-03-11 00:31:56+00
10225,2022-03-11 00:38:40+00,3131,498,2005-08-06 19:00:40+00,1,2022-03-11 00:38:40+00
10226,2022-03-11 00:40:04+00,3067,107,2005-08-08 00:02:04+00,1,2022-03-11 00:40:04+00
10227,2022-03-11 00:42:22+00,872,571,2005-08-09 22:45:22+00,2,2022-03-11 00:42:22+00
10228,2022-03-11 00:43:18+00,1742,106,2005-08-06 21:10:18+00,2,2022-03-11 00:43:18+00
10229,2022-03-11 00:45:26+00,3459,175,2005-08-10 05:21:26+00,1,2022-03-11 00:45:26+00
10230,2022-03-11 00:49:36+00,76,398,2005-08-05 00:29:36+00,2,2022-03-11 00:49:36+00
10231,2022-03-11 00:50:49+00,1056,511,2005-08-06 02:12:49+00,1,2022-03-11 00:50:49+00
10232,2022-03-11 00:50:55+00,586,512,2005-08-03 03:12:55+00,1,2022-03-11 00:50:55+00
10233,2022-03-11 00:54:23+00,4571,459,2005-08-09 23:23:23+00,2,2022-03-11 00:54:23+00
10234,2022-03-11 00:56:20+00,1641,207,2005-08-09 00:51:20+00,2,2022-03-11 00:56:20+00
10235,2022-03-11 00:57:48+00,2850,30,2005-08-10 06:38:48+00,2,2022-03-11 00:57:48+00
10236,2022-03-11 01:05:34+00,3754,470,2005-08-01 22:40:34+00,1,2022-03-11 01:05:34+00
10237,2022-03-11 01:07:32+00,432,313,2005-08-07 02:54:32+00,1,2022-03-11 01:07:32+00
10238,2022-03-11 01:08:05+00,561,192,2005-08-02 00:52:05+00,1,2022-03-11 01:08:05+00
10239,2022-03-11 01:09:22+00,1232,467,2005-08-04 00:35:22+00,2,2022-03-11 01:09:22+00
10240,2022-03-11 01:09:33+00,4494,109,2005-08-07 01:22:33+00,2,2022-03-11 01:09:33+00
10241,2022-03-11 01:12:25+00,1526,161,2005-08-07 23:37:25+00,1,2022-03-11 01:12:25+00
10242,2022-03-11 01:18:12+00,1825,342,2005-08-02 21:32:12+00,2,2022-03-11 01:18:12+00
10243,2022-03-11 01:18:46+00,2236,132,2005-08-06 20:45:46+00,1,2022-03-11 01:18:46+00
10244,2022-03-11 01:20:01+00,567,51,2005-08-06 22:06:01+00,2,2022-03-11 01:20:01+00
10245,2022-03-11 01:24:09+00,2880,163,2005-08-02 01:31:09+00,1,2022-03-11 01:24:09+00
10246,2022-03-11 01:29:50+00,3598,261,2005-08-09 00:17:50+00,2,2022-03-11 01:29:50+00
10247,2022-03-11 01:34:06+00,4035,189,2005-08-09 01:33:06+00,1,2022-03-11 01:34:06+00
10248,2022-03-11 01:35:28+00,2146,298,2005-08-08 01:24:28+00,2,2022-03-11 01:35:28+00
10249,2022-03-11 01:35:39+00,135,437,2005-08-06 05:50:39+00,1,2022-03-11 01:35:39+00
10250,2022-03-11 01:38:42+00,3706,116,2005-08-07 02:59:42+00,2,2022-03-11 01:38:42+00
10251,2022-03-11 01:39:12+00,2986,39,2005-08-06 02:51:12+00,1,2022-03-11 01:39:12+00
10252,2022-03-11 01:39:39+00,2380,86,2005-08-09 23:40:39+00,2,2022-03-11 01:39:39+00
10253,2022-03-11 01:39:49+00,1406,101,2005-08-08 03:28:49+00,2,2022-03-11 01:39:49+00
10254,2022-03-11 01:42:03+00,2238,416,2005-08-05 22:31:03+00,1,2022-03-11 01:42:03+00
10255,2022-03-11 01:46:13+00,4558,459,2005-08-03 04:54:13+00,1,2022-03-11 01:46:13+00
10256,2022-03-11 01:47:11+00,780,58,2005-08-05 04:21:11+00,2,2022-03-11 01:47:11+00
10257,2022-03-11 01:49:43+00,2403,543,2005-08-04 03:45:43+00,2,2022-03-11 01:49:43+00
10258,2022-03-11 01:51:09+00,2062,469,2005-08-08 22:57:09+00,2,2022-03-11 01:51:09+00
10259,2022-03-11 01:52:05+00,1881,566,2005-08-03 19:54:05+00,1,2022-03-11 01:52:05+00
10260,2022-03-11 01:58:07+00,2864,461,2005-08-05 01:06:07+00,2,2022-03-11 01:58:07+00
10261,2022-03-11 01:58:27+00,2346,50,2005-08-01 20:55:27+00,2,2022-03-11 01:58:27+00
10262,2022-03-11 02:01:26+00,3842,181,2005-08-08 07:03:26+00,2,2022-03-11 02:01:26+00
10263,2022-03-11 02:02:48+00,2420,415,2005-08-08 01:16:48+00,2,2022-03-11 02:02:48+00
10264,2022-03-11 02:03:12+00,1374,297,2005-08-07 23:34:12+00,2,2022-03-11 02:03:12+00
10265,2022-03-11 02:05:04+00,3338,510,2005-08-08 07:09:04+00,1,2022-03-11 02:05:04+00
10266,2022-03-11 02:05:59+00,476,49,2005-08-06 05:23:59+00,1,2022-03-11 02:05:59+00
10267,2022-03-11 02:07:26+00,3883,72,2005-08-07 21:49:26+00,1,2022-03-11 02:07:26+00
10268,2022-03-11 02:08:56+00,2755,138,2005-08-08 01:41:56+00,1,2022-03-11 02:08:56+00
10269,2022-03-11 02:09:26+00,2537,39,2005-08-01 23:01:26+00,1,2022-03-11 02:09:26+00
10270,2022-03-11 02:10:24+00,2025,168,2005-08-07 02:04:24+00,2,2022-03-11 02:10:24+00
10271,2022-03-11 02:13:39+00,3692,6,2005-08-07 22:40:39+00,1,2022-03-11 02:13:39+00
10272,2022-03-11 02:14:34+00,128,273,2005-08-10 04:56:34+00,2,2022-03-11 02:14:34+00
10273,2022-03-11 02:14:47+00,1458,212,2005-08-07 02:59:47+00,1,2022-03-11 02:14:47+00
10274,2022-03-11 02:16:51+00,2916,375,2005-08-04 21:22:51+00,2,2022-03-11 02:16:51+00
10275,2022-03-11 02:20:08+00,669,463,2005-08-08 05:48:08+00,1,2022-03-11 02:20:08+00
10276,2022-03-11 02:22:23+00,2201,48,2005-08-03 06:59:23+00,1,2022-03-11 02:22:23+00
10277,2022-03-11 02:22:41+00,1472,176,2005-08-05 04:07:41+00,1,2022-03-11 02:22:41+00
10278,2022-03-11 02:25:27+00,2497,154,2005-08-08 06:52:27+00,1,2022-03-11 02:25:27+00
10279,2022-03-11 02:26:44+00,3794,247,2005-08-07 21:35:44+00,2,2022-03-11 02:26:44+00
10280,2022-03-11 02:27:15+00,1457,542,2005-08-07 22:01:15+00,2,2022-03-11 02:27:15+00
10281,2022-03-11 02:28:33+00,1047,549,2005-08-02 04:06:33+00,1,2022-03-11 02:28:33+00
10282,2022-03-11 02:29:10+00,617,472,2005-08-07 05:16:10+00,1,2022-03-11 02:29:10+00
10283,2022-03-11 02:29:45+00,4237,462,2005-08-07 03:19:45+00,1,2022-03-11 02:29:45+00
10284,2022-03-11 02:33:19+00,2879,20,2005-08-09 06:58:19+00,1,2022-03-11 02:33:19+00
10285,2022-03-11 02:35:11+00,4523,167,2005-08-05 02:55:11+00,2,2022-03-11 02:35:11+00
10286,2022-03-11 02:35:58+00,498,532,2005-08-10 04:17:58+00,2,2022-03-11 02:35:58+00
10287,2022-03-11 02:37:01+00,125,141,2005-08-05 22:03:01+00,2,2022-03-11 02:37:01+00
10288,2022-03-11 02:38:42+00,572,63,2005-08-06 03:34:42+00,1,2022-03-11 02:38:42+00
10289,2022-03-11 02:39:48+00,3153,566,2005-08-08 01:56:48+00,1,2022-03-11 02:39:48+00
