rental_id,rental_date,inventory_id,customer_id,return_date,staff_id,last_update
9524,2022-03-10 00:01:06+00,1796,535,2005-08-04 03:06:06+00,2,2022-03-10 00:01:06+00
9525,2022-03-10 00:02:18+00,2990,246,2005-08-06 20:31:18+00,1,2022-03-10 00:02:18+00
9526,2022-03-10 00:02:22+00,417,342,2005-08-04 02:00:22+00,1,2022-03-10 00:02:22+00
9527,2022-03-10 00:02:24+00,2539,200,2005-08-09 01:08:24+00,2,2022-03-10 00:02:24+00
9528,2022-03-10 00:05:04+00,193,241,2005-08-07 00:16:04+00,1,2022-03-10 00:05:04+00
9529,2022-03-10 00:05:26+00,816,123,2005-08-02 21:30:26+00,2,2022-03-10 00:05:26+00
9530,2022-03-10 00:09:06+00,1718,148,2005-08-04 22:47:06+00,2,2022-03-10 00:09:06+00
9531,2022-03-10 00:11:53+00,4550,268,2005-08-07 01:49:53+00,1,2022-03-10 00:11:53+00
9532,2022-03-10 00:16:51+00,1309,488,2005-08-01 19:23:51+00,1,2022-03-10 00:16:51+00
9533,2022-03-10 00:18:10+00,4156,522,2005-08-07 18:58:10+00,1,2022-03-10 00:18:10+00
9534,2022-03-10 00:18:27+00,4457,519,2005-08-05 23:28:27+00,1,2022-03-10 00:18:27+00
9535,2022-03-10 00:18:53+00,2413,485,2005-08-04 02:04:53+00,2,2022-03-10 00:18:53+00
9536,2022-03-10 00:19:02+00,2547,310,2005-08-02 18:38:02+00,1,2022-03-10 00:19:02+00
9537,2022-03-10 00:23:00+00,546,488,2005-08-01 00:16:00+00,2,2022-03-10 00:23:00+00
9538,2022-03-10 00:25:22+00,3402,68,2005-08-05 23:10:22+00,2,2022-03-10 00:25:22+00
9539,2022-03-10 00:36:19+00,3793,436,2005-08-04 22:47:19+00,1,2022-03-10 00:36:19+00
9540,2022-03-10 00:40:06+00,2200,365,2005-08-01 00:09:06+00,1,2022-03-10 00:40:06+00
9541,2022-03-10 00:40:14+00,1774,422,2005-08-05 05:34:14+00,2,2022-03-10 00:40:14+00
9542,2022-03-10 00:41:48+00,2243,595,2005-07-31 23:49:48+00,2,2022-03-10 00:41:48+00
9543,2022-03-10 00:43:34+00,956,369,2005-08-01 05:49:34+00,1,2022-03-10 00:43:34+00
9544,2022-03-10 00:44:51+00,2383,28,2005-08-05 04:25:51+00,2,2022-03-10 00:44:51+00
9545,2022-03-10 00:46:24+00,3451,594,2005-08-09 05:11:24+00,1,2022-03-10 00:46:24+00
9546,2022-03-10 00:47:40+00,211,63,2005-08-02 06:25:40+00,2,2022-03-10 00:47:40+00
9547,2022-03-10 00:52:34+00,2414,440,2005-08-03 22:12:34+00,2,2022-03-10 00:52:34+00
9548,2022-03-10 00:54:19+00,3038,576,2005-08-04 23:50:19+00,2,2022-03-10 00:54:19+00
9549,2022-03-10 00:57:04+00,2409,63,2005-08-07 20:00:04+00,2,2022-03-10 00:57:04+00
9550,2022-03-10 00:57:34+00,2233,583,2005-08-08 22:33:34+00,1,2022-03-10 00:57:34+00
9551,2022-03-10 01:04:58+00,1260,30,2005-08-06 03:07:58+00,2,2022-03-10 01:04:58+00
9552,2022-03-10 01:05:32+00,3544,261,2005-08-01 05:59:32+00,1,2022-03-10 01:05:32+00
9553,2022-03-10 01:06:34+00,4187,579,2005-08-08 01:20:34+00,1,2022-03-10 01:06:34+00
9554,2022-03-10 01:06:49+00,2581,490,2005-08-01 21:27:49+00,1,2022-03-10 01:06:49+00
9555,2022-03-10 01:11:16+00,2108,382,2005-08-03 05:58:16+00,2,2022-03-10 01:11:16+00
9556,2022-03-10 01:13:30+00,3269,521,2005-08-08 05:46:30+00,1,2022-03-10 01:13:30+00
9557,2022-03-10 01:14:01+00,708,328,2005-08-05 22:55:01+00,1,2022-03-10 01:14:01+00
9558,2022-03-10 01:14:35+00,1161,418,2005-08-06 02:00:35+00,1,2022-03-10 01:14:35+00
9559,2022-03-10 01:15:53+00,2882,159,2005-08-08 01:38:53+00,1,2022-03-10 01:15:53+00
9560,2022-03-10 01:17:27+00,4236,471,2005-08-07 02:33:27+00,1,2022-03-10 01:17:27+00
9561,2022-03-10 01:22:13+00,1079,58,2005-08-03 06:00:13+00,2,2022-03-10 01:22:13+00
9562,2022-03-10 01:23:20+00,1571,116,2005-08-06 20:01:20+00,2,2022-03-10 01:23:20+00
9563,2022-03-10 01:28:39+00,3858,167,2005-08-05 21:10:39+00,1,2022-03-10 01:28:39+00
