payment_id,customer_id,staff_id,rental_id,amount,payment_date
16051,269,1,98,0.99,2022-01-02 15:16:50.996577+00
16059,272,1,33,0.99,2022-01-02 02:47:17.996577+00
16063,273,2,122,3.99,2022-01-02 18:14:47.996577+00
16065,274,1,147,2.99,2022-01-02 22:46:16.996577+00
16081,282,2,48,1.99,2022-01-02 04:49:12.996577+00
16087,286,2,81,6.99,2022-01-02 10:43:45.996577+00
16091,288,2,93,3.99,2022-01-02 14:22:42.996577+00
16096,291,1,54,4.99,2022-01-02 05:51:51.996577+00
16109,297,2,143,0.99,2022-01-02 22:14:18.996577+00
16117,301,2,27,4.99,2022-01-02 02:10:16.996577+00
16120,302,2,38,4.99,2022-01-02 03:16:10.996577+00
16121,302,2,92,5.99,2022-01-02 14:07:12.996577+00
16125,304,1,135,10.99,2022-01-02 20:27:24.996577+00
16128,305,2,69,2.99,2022-01-02 08:38:40.996577+00
16138,310,2,104,0.99,2022-01-02 16:14:59.996577+00
16152,314,1,80,5.99,2022-01-02 10:40:33.996577+00
16159,317,1,107,6.99,2022-01-02 16:56:35.996577+00
16162,319,1,149,3.99,2022-01-02 22:56:31.996577+00
16169,323,1,58,4.99,2022-01-02 07:21:40.996577+00
16173,325,1,131,5.99,2022-01-02 20:11:12.996577+00
16181,331,2,87,0.99,2022-01-02 12:21:09.996577+00
16193,343,2,102,3.99,2022-01-02 15:50:36.996577+00
16195,344,2,157,2.99,2022-01-02 23:53:47.996577+00
16199,346,1,65,4.99,2022-01-02 08:00:29.996577+00
16201,348,2,153,0.99,2022-01-02 23:16:13.996577+00
16204,350,1,24,4.99,2022-01-02 01:21:28.996577+00
16209,354,1,140,0.99,2022-01-02 22:02:48.996577+00
16210,354,2,158,1.99,2022-01-02 23:55:37.996577+00
16214,357,1,144,2.99,2022-01-02 22:18:22.996577+00
16228,365,2,120,5.99,2022-01-02 18:06:13.996577+00
16233,368,1,64,5.99,2022-01-02 07:49:55.996577+00
16234,368,1,125,5.99,2022-01-02 19:17:16.996577+00
16237,369,1,31,4.99,2022-01-02 02:33:43.996577+00
16241,371,1,26,3.99,2022-01-02 02:05:16.996577+00
16267,383,2,63,0.99,2022-01-02 07:47:42.996577+00
16269,384,2,103,4.99,2022-01-02 15:59:08.996577+00
16280,388,2,21,4.99,2022-01-02 00:28:12.996577+00
16285,391,2,73,4.99,2022-01-02 09:28:33.996577+00
