rental_id,rental_date,inventory_id,customer_id,return_date,staff_id,last_update
17,2022-01-02 00:06:36+00,830,575,2005-05-26 23:43:36+00,1,2022-01-02 00:06:36+00
18,2022-01-02 00:10:47+00,3376,19,2005-05-31 05:35:47+00,2,2022-01-02 00:10:47+00
19,2022-01-02 00:17:24+00,1941,456,2005-05-31 05:00:24+00,1,2022-01-02 00:17:24+00
20,2022-01-02 00:48:41+00,3517,185,2005-05-27 01:20:41+00,2,2022-01-02 00:48:41+00
21,2022-01-02 00:59:46+00,146,388,2005-05-26 00:01:46+00,2,2022-01-02 00:59:46+00
22,2022-01-02 01:19:23+00,727,509,2005-05-26 03:52:23+00,2,2022-01-02 01:19:23+00
23,2022-01-02 01:40:21+00,4441,438,2005-05-29 05:34:21+00,1,2022-01-02 01:40:21+00
24,2022-01-02 01:53:02+00,3273,350,2005-05-27 00:15:02+00,1,2022-01-02 01:53:02+00
25,2022-01-02 02:21:20+00,3961,37,2005-05-27 20:25:20+00,2,2022-01-02 02:21:20+00
26,2022-01-02 02:36:50+00,4371,371,2005-05-30 23:34:50+00,1,2022-01-02 02:36:50+00
27,2022-01-02 02:41:50+00,1225,301,2005-05-30 00:13:50+00,2,2022-01-02 02:41:50+00
28,2022-01-02 02:42:37+00,4068,232,2005-05-26 08:26:37+00,2,2022-01-02 02:42:37+00
29,2022-01-02 02:47:12+00,611,44,2005-05-29 23:31:12+00,2,2022-01-02 02:47:12+00
30,2022-01-02 03:01:32+00,3744,430,2005-05-30 02:12:32+00,1,2022-01-02 03:01:32+00
31,2022-01-02 03:05:17+00,4482,369,2005-05-30 06:15:17+00,1,2022-01-02 03:05:17+00
32,2022-01-02 03:06:21+00,3832,230,2005-05-25 22:55:21+00,1,2022-01-02 03:06:21+00
33,2022-01-02 03:18:51+00,1681,272,2005-05-27 02:58:51+00,1,2022-01-02 03:18:51+00
34,2022-01-02 03:19:28+00,2613,597,2005-05-28 23:10:28+00,2,2022-01-02 03:19:28+00
35,2022-01-02 03:24:36+00,1286,484,2005-05-27 06:02:36+00,2,2022-01-02 03:24:36+00
36,2022-01-02 03:36:26+00,1308,88,2005-05-28 23:31:26+00,1,2022-01-02 03:36:26+00
37,2022-01-02 03:44:31+00,403,535,2005-05-29 00:03:31+00,1,2022-01-02 03:44:31+00
38,2022-01-02 03:47:44+00,2540,302,2005-05-31 23:58:44+00,1,2022-01-02 03:47:44+00
39,2022-01-02 03:51:46+00,4466,207,2005-05-31 02:14:46+00,2,2022-01-02 03:51:46+00
40,2022-01-02 04:09:04+00,2638,413,2005-05-27 22:12:04+00,1,2022-01-02 04:09:04+00
41,2022-01-02 04:12:29+00,1761,174,2005-06-01 23:28:29+00,1,2022-01-02 04:12:29+00
42,2022-01-02 04:24:58+00,380,523,2005-05-31 01:47:58+00,2,2022-01-02 04:24:58+00
43,2022-01-02 04:39:25+00,2578,532,2005-05-26 05:54:25+00,2,2022-01-02 04:39:25+00
44,2022-01-02 04:53:23+00,3098,207,2005-05-29 09:56:23+00,2,2022-01-02 04:53:23+00
45,2022-01-02 04:59:39+00,1853,436,2005-06-02 08:56:39+00,2,2022-01-02 04:59:39+00
46,2022-01-02 05:04:08+00,3318,7,2005-06-02 07:18:08+00,2,2022-01-02 05:04:08+00
47,2022-01-02 05:05:20+00,2211,35,2005-05-30 02:04:20+00,1,2022-01-02 05:05:20+00
48,2022-01-02 05:20:46+00,1780,282,2005-06-02 04:42:46+00,1,2022-01-02 05:20:46+00
49,2022-01-02 05:39:35+00,2965,498,2005-05-30 09:12:35+00,2,2022-01-02 05:39:35+00
50,2022-01-02 05:44:53+00,1983,18,2005-05-28 10:28:53+00,2,2022-01-02 05:44:53+00
51,2022-01-02 05:49:10+00,1257,256,2005-05-26 05:42:10+00,1,2022-01-02 05:49:10+00
52,2022-01-02 05:51:29+00,4017,507,2005-05-31 00:27:29+00,2,2022-01-02 05:51:29+00
53,2022-01-02 06:19:16+00,1255,569,2005-05-27 04:19:16+00,2,2022-01-02 06:19:16+00
54,2022-01-02 06:23:25+00,2787,291,2005-06-01 04:05:25+00,2,2022-01-02 06:23:25+00
55,2022-01-02 07:26:13+00,1139,131,2005-05-30 09:57:13+00,1,2022-01-02 07:26:13+00
56,2022-01-02 07:28:11+00,1352,511,2005-05-26 13:21:11+00,1,2022-01-02 07:28:11+00
57,2022-01-02 07:43:32+00,3938,6,2005-05-29 05:42:32+00,2,2022-01-02 07:43:32+00
58,2022-01-02 07:53:14+00,3050,323,2005-05-28 13:40:14+00,1,2022-01-02 07:53:14+00
59,2022-01-02 07:56:42+00,2884,408,2005-06-01 08:52:42+00,1,2022-01-02 07:56:42+00
60,2022-01-02 07:58:25+00,330,470,2005-05-30 13:14:25+00,1,2022-01-02 07:58:25+00
61,2022-01-02 08:01:57+00,4210,250,2005-06-02 06:22:57+00,2,2022-01-02 08:01:57+00
62,2022-01-02 08:18:52+00,261,419,2005-05-30 09:55:52+00,1,2022-01-02 08:18:52+00
63,2022-01-02 08:19:16+00,4008,383,2005-05-27 03:24:16+00,1,2022-01-02 08:19:16+00
64,2022-01-02 08:21:29+00,79,368,2005-06-03 10:31:29+00,1,2022-01-02 08:21:29+00
65,2022-01-02 08:32:03+00,3552,346,2005-05-29 13:21:03+00,1,2022-01-02 08:32:03+00
66,2022-01-02 08:35:12+00,1162,86,2005-05-29 03:16:12+00,2,2022-01-02 08:35:12+00
67,2022-01-02 08:41:01+00,239,119,2005-05-27 12:46:01+00,2,2022-01-02 08:41:01+00
68,2022-01-02 08:47:31+00,4029,120,2005-05-31 09:20:31+00,2,2022-01-02 08:47:31+00
69,2022-01-02 09:10:14+00,3207,305,2005-05-27 13:02:14+00,2,2022-01-02 09:10:14+00
70,2022-01-02 09:15:23+00,2168,73,2005-05-27 04:56:23+00,2,2022-01-02 09:15:23+00
71,2022-01-02 09:26:39+00,2408,100,2005-05-28 03:59:39+00,1,2022-01-02 09:26:39+00
72,2022-01-02 09:52:13+00,2260,48,2005-05-28 04:52:13+00,2,2022-01-02 09:52:13+00
73,2022-01-02 10:00:07+00,517,391,2005-06-01 12:56:07+00,2,2022-01-02 10:00:07+00
74,2022-01-02 10:09:48+00,1744,265,2005-05-26 11:23:48+00,2,2022-01-02 10:09:48+00
75,2022-01-02 10:13:34+00,3393,510,2005-06-03 11:58:34+00,1,2022-01-02 10:13:34+00
