rental_id,rental_date,inventory_id,customer_id,return_date,staff_id,last_update
3521,2022-02-13 00:00:11+00,1440,262,2005-07-11 18:15:11+00,2,2022-02-13 00:00:11+00
3522,2022-02-13 00:00:21+00,4522,469,2005-07-11 00:18:21+00,1,2022-02-13 00:00:21+00
3523,2022-02-13 00:01:38+00,2171,549,2005-07-10 19:24:38+00,2,2022-02-13 00:01:38+00
3524,2022-02-13 00:01:51+00,1626,88,2005-07-11 18:52:51+00,2,2022-02-13 00:01:51+00
3525,2022-02-13 00:02:39+00,208,51,2005-07-14 01:27:39+00,1,2022-02-13 00:02:39+00
3526,2022-02-13 00:03:29+00,3871,469,2005-07-15 00:22:29+00,2,2022-02-13 00:03:29+00
3527,2022-02-13 00:11:08+00,4537,389,2005-07-08 00:21:08+00,1,2022-02-13 00:11:08+00
3528,2022-02-13 00:13:27+00,1954,201,2005-07-06 22:45:27+00,2,2022-02-13 00:13:27+00
3529,2022-02-13 00:15:26+00,4316,350,2005-07-07 03:28:26+00,1,2022-02-13 00:15:26+00
3530,2022-02-13 00:22:45+00,4542,168,2005-07-10 02:23:45+00,1,2022-02-13 00:22:45+00
3531,2022-02-13 00:24:08+00,1890,165,2005-07-11 21:00:08+00,2,2022-02-13 00:24:08+00
3532,2022-02-13 00:24:38+00,2635,274,2005-07-11 05:42:38+00,2,2022-02-13 00:24:38+00
3533,2022-02-13 00:26:44+00,2028,206,2005-07-14 20:37:44+00,1,2022-02-13 00:26:44+00
3534,2022-02-13 00:32:27+00,2055,283,2005-07-08 22:14:27+00,1,2022-02-13 00:32:27+00
3535,2022-02-13 00:32:46+00,4214,65,2005-07-11 02:15:46+00,1,2022-02-13 00:32:46+00
3536,2022-02-13 00:36:11+00,2328,339,2005-07-12 19:00:11+00,2,2022-02-13 00:36:11+00
3537,2022-02-13 00:36:53+00,4220,479,2005-07-13 06:01:53+00,2,2022-02-13 00:36:53+00
3538,2022-02-13 00:37:07+00,4361,228,2005-07-11 05:02:07+00,2,2022-02-13 00:37:07+00
3539,2022-02-13 00:39:08+00,4081,444,2005-07-07 04:38:08+00,1,2022-02-13 00:39:08+00
3540,2022-02-13 00:47:20+00,1295,97,2005-07-08 22:48:20+00,2,2022-02-13 00:47:20+00
